denoiser,problem,algorithm,schedule,rho,step,red_input_sigma,lambda,mean_final_psnr,mean_gap_psnr,fail_rate,n
wavelet,blur,red_gd,fixed25p0,0.8,2.0,15.0,0.5,18.305555485661973,-2.023545992601974,1.0,40
wavelet,blur,red_gd,fixed25p0,0.8,4.0,15.0,0.02,20.838331761646,0.5092302833820541,0.22499999999999998,40
wavelet,blur,red_gd,fixed25p0,0.8,4.0,15.0,0.05,19.89266201746138,-0.43643946080256824,0.775,40
wavelet,blur,red_gd,fixed25p0,0.8,4.0,15.0,0.1,19.437374525795654,-0.8917269524682903,1.0,40
wavelet,blur,red_gd,fixed25p0,0.8,4.0,15.0,0.2,18.793241454690094,-1.5358600235738522,1.0,40
wavelet,blur,red_gd,fixed25p0,0.8,4.0,15.0,0.5,18.149117725294296,-2.1799837529696475,1.0,40
wavelet,blur,red_gd,fixed25p0,0.8,8.0,15.0,0.02,20.527864279369936,0.19876280110598907,0.44999999999999996,40
wavelet,blur,red_gd,fixed25p0,0.8,8.0,15.0,0.05,19.663645491899832,-0.6654559863641136,0.9,40
wavelet,blur,red_gd,fixed25p0,0.8,8.0,15.0,0.1,19.178200293850637,-1.1509011844133092,1.0,40
wavelet,blur,red_gd,fixed25p0,0.8,8.0,15.0,0.2,18.34129853219121,-1.987802946072733,1.0,40
wavelet,blur,red_gd,fixed25p0,0.8,8.0,15.0,0.5,12.001007587475046,-8.3280938907889,1.0,40
wavelet,inpaint,pnp_hqs,fixed10p0,0.1,0.5,0.0,0.15,23.395358170978465,14.019945161146328,0.0,40
wavelet,inpaint,pnp_hqs,fixed10p0,0.2,0.5,0.0,0.15,23.300141444686812,13.924728434854675,0.0,40
wavelet,inpaint,pnp_hqs,fixed10p0,0.4,0.5,0.0,0.15,23.264019760003986,13.888606750171851,0.0,40
wavelet,inpaint,pnp_hqs,fixed10p0,0.8,0.5,0.0,0.15,23.30083580829971,13.92542279846757,0.0,40
wavelet,inpaint,pnp_hqs,fixed10p0,1.6,0.5,0.0,0.15,23.00500706658034,13.629594056748203,0.0,40
wavelet,inpaint,pnp_hqs,fixed15p0,0.1,0.5,0.0,0.15,22.961687541356532,13.586274531524396,0.0,40
