dataset,eval_mask,file,image_index,input_pose,input_angle_deg,input_rotate_expand,input_height,input_width,eval_mask_pixels,eval_mask_fraction,problem,algorithm,denoiser,train_sigma,schedule,rho,step,red_input_sigma,lambda,mode,group_expand,base_group_size,num_iter,degraded_se,degraded_psnr,degraded_ssim,final_se,final_psnr,final_ssim,gap_psnr,gap_ssim,beats_degraded,total_denoiser_calls,total_group_evals
val_images_circle,circle,test001.png,0,upright,0.0,False,321,321,80892.0,0.7850467562675476,inpaint,pnp_hqs,restormer,15.0,fixed15p0,0.8,0.5,0.0,0.15,vanilla,True,0,20,0.0676270979940847,11.698792485675087,0.22031557605356525,0.057894611797211094,12.373618538136562,0.3075097429288434,0.6748260524614746,0.08719416687527817,True,20,20
val_images_circle,circle,test001.png,0,upright,0.0,False,321,321,80892.0,0.7850467562675476,inpaint,pnp_hqs,restormer,15.0,fixed15p0,0.8,0.5,0.0,0.15,G16_fixed,True,16,20,0.0676270979940847,11.698792485675087,0.22031557605356525,0.01018340933165517,19.9210679900898,0.6358937688522969,8.222275504414712,0.41557819279873165,True,20,320
val_images_circle,circle,test001.png,0,rot45_padded,45.0,False,321,321,80883.0,0.7849593758583069,inpaint,pnp_hqs,restormer,15.0,fixed15p0,0.8,0.5,0.0,0.15,vanilla,False,0,20,0.06822988988531274,11.66025329617641,0.22236391995227675,0.05906235100971465,12.286892696935892,0.29535179769698205,0.6266394007594815,0.0729878777447053,True,20,20
val_images_circle,circle,test001.png,0,rot45_padded,45.0,False,321,321,80883.0,0.7849593758583069,inpaint,pnp_hqs,restormer,15.0,fixed15p0,0.8,0.5,0.0,0.15,G16_fixed,False,16,20,0.06822988988531274,11.66025329617641,0.22236391995227675,0.017798990420576637,17.496046306802747,0.5533141331460257,5.835793010626336,0.33095021319374895,True,20,320
val_images_circle,circle,test002.png,1,upright,0.0,False,321,321,80892.0,0.7850467562675476,inpaint,pnp_hqs,restormer,15.0,fixed15p0,0.8,0.5,0.0,0.15,vanilla,True,0,20,0.15752691232986574,8.026452394749866,0.11224735555972779,0.14133104362915988,8.497624340746388,0.12429076925097661,0.471171945996522,0.012043413691248825,True,20,20
val_images_circle,circle,test002.png,1,upright,0.0,False,321,321,80892.0,0.7850467562675476,inpaint,pnp_hqs,restormer,15.0,fixed15p0,0.8,0.5,0.0,0.15,G16_fixed,True,16,20,0.15752691232986574,8.026452394749866,0.11224735555972779,0.033103222675565876,14.801297245902528,0.4746284011397913,6.774844851152663,0.36238104558006357,True,20,320
val_images_circle,circle,test002.png,1,rot45_padded,45.0,False,321,321,80883.0,0.7849593758583069,inpaint,pnp_hqs,restormer,15.0,fixed15p0,0.8,0.5,0.0,0.15,vanilla,False,0,20,0.15760441103971168,8.024316316218583,0.1148417119481226,0.14327497453884006,8.438296600479637,0.12045202928149303,0.41398028426105427,0.005610317333370432,True,20,20
val_images_circle,circle,test002.png,1,rot45_padded,45.0,False,321,321,80883.0,0.7849593758583069,inpaint,pnp_hqs,restormer,15.0,fixed15p0,0.8,0.5,0.0,0.15,G16_fixed,False,16,20,0.15760441103971168,8.024316316218583,0.1148417119481226,0.04741105714620192,13.241203609087698,0.3770887616989973,5.2168872928691155,0.2622470497508747,True,20,320
val_images_circle,circle,test003.png,2,upright,0.0,False,321,321,80892.0,0.7850467562675476,inpaint,pnp_hqs,restormer,15.0,fixed15p0,0.8,0.5,0.0,0.15,vanilla,True,0,20,0.13635254509871186,8.653367512902966,0.11538409719904316,0.12433579939147259,9.0540380909204,0.13914764921902043,0.40067057801743466,0.023763552019977263,True,20,20
val_images_circle,circle,test003.png,2,upright,0.0,False,321,321,80892.0,0.7850467562675476,inpaint,pnp_hqs,restormer,15.0,fixed15p0,0.8,0.5,0.0,0.15,G16_fixed,True,16,20,0.13635254509871186,8.653367512902966,0.11538409719904316,0.026322060780114228,15.796801123834445,0.5615447332554517,7.1434336109314795,0.44616063605640854,True,20,320
val_images_circle,circle,test003.png,2,rot45_padded,45.0,False,321,321,80883.0,0.7849593758583069,inpaint,pnp_hqs,restormer,15.0,fixed15p0,0.8,0.5,0.0,0.15,vanilla,False,0,20,0.13642371542845838,8.651101268609874,0.12095608490813892,0.12476970496736026,9.038908518545632,0.14259299988100096,0.3878072499357579,0.021636914972862048,True,20,20
val_images_circle,circle,test003.png,2,rot45_padded,45.0,False,321,321,80883.0,0.7849593758583069,inpaint,pnp_hqs,restormer,15.0,fixed15p0,0.8,0.5,0.0,0.15,G16_fixed,False,16,20,0.13642371542845838,8.651101268609874,0.12095608490813892,0.039969061817107736,13.982760456962385,0.4755774737893006,5.331659188352511,0.3546213888811617,True,20,320
val_images_circle,circle,test004.png,3,upright,0.0,False,321,321,80892.0,0.7850467562675476,inpaint,pnp_hqs,restormer,15.0,fixed15p0,0.8,0.5,0.0,0.15,vanilla,True,0,20,0.08200257799365203,10.8617249406972,0.09856513449259506,0.0708523003182484,11.496460452146222,0.17070830889874772,0.634735511449021,0.07214317440615266,True,20,20
val_images_circle,circle,test004.png,3,upright,0.0,False,321,321,80892.0,0.7850467562675476,inpaint,pnp_hqs,restormer,15.0,fixed15p0,0.8,0.5,0.0,0.15,G16_fixed,True,16,20,0.08200257799365203,10.8617249406972,0.09856513449259506,0.009653239034907269,20.153269396136952,0.6545924079327993,9.291544455439752,0.5560272734402042,True,20,320
val_images_circle,circle,test004.png,3,rot45_padded,45.0,False,321,321,80883.0,0.7849593758583069,inpaint,pnp_hqs,restormer,15.0,fixed15p0,0.8,0.5,0.0,0.15,vanilla,False,0,20,0.08081751042014391,10.924945321097393,0.10490390295627634,0.06943974171217994,11.58391903228794,0.17073833934896704,0.658973711190546,0.0658344363926907,True,20,20
val_images_circle,circle,test004.png,3,rot45_padded,45.0,False,321,321,80883.0,0.7849593758583069,inpaint,pnp_hqs,restormer,15.0,fixed15p0,0.8,0.5,0.0,0.15,G16_fixed,False,16,20,0.08081751042014391,10.924945321097393,0.10490390295627634,0.015901007823897636,17.985753487307147,0.5784402219100429,7.060808166209753,0.4735363189537665,True,20,320
val_images_circle,circle,test005.png,4,upright,0.0,False,321,321,80892.0,0.7850467562675476,inpaint,pnp_hqs,restormer,15.0,fixed15p0,0.8,0.5,0.0,0.15,vanilla,True,0,20,0.25082539161010975,6.006285010232486,0.07349995185517419,0.2287371056856673,6.4066337851790145,0.07612722514085138,0.40034877494652843,0.0026272732856771897,True,20,20
val_images_circle,circle,test005.png,4,upright,0.0,False,321,321,80892.0,0.7850467562675476,inpaint,pnp_hqs,restormer,15.0,fixed15p0,0.8,0.5,0.0,0.15,G16_fixed,True,16,20,0.25082539161010975,6.006285010232486,0.07349995185517419,0.06632788789759803,11.783038318742873,0.29495043835453444,5.776753308510387,0.22145048649936025,True,20,320
val_images_circle,circle,test005.png,4,rot45_padded,45.0,False,321,321,80883.0,0.7849593758583069,inpaint,pnp_hqs,restormer,15.0,fixed15p0,0.8,0.5,0.0,0.15,vanilla,False,0,20,0.25255616136889086,5.9764203195911545,0.07518675823604774,0.23082668889785246,6.367139781378181,0.0765104475755103,0.3907194617870262,0.0013236893394625582,True,20,20
val_images_circle,circle,test005.png,4,rot45_padded,45.0,False,321,321,80883.0,0.7849593758583069,inpaint,pnp_hqs,restormer,15.0,fixed15p0,0.8,0.5,0.0,0.15,G16_fixed,False,16,20,0.25255616136889086,5.9764203195911545,0.07518675823604774,0.08296492044256827,10.81105498932336,0.2507239430720918,4.834634669732205,0.17553718483604402,True,20,320
val_images_circle,circle,test006.png,5,upright,0.0,False,321,321,80892.0,0.7850467562675476,inpaint,pnp_hqs,restormer,15.0,fixed15p0,0.8,0.5,0.0,0.15,vanilla,True,0,20,0.2575331682598403,5.891668292846512,0.0512743904005495,0.2355253329671043,6.279623735621771,0.060021833219755974,0.38795544277525895,0.008747442819206475,True,20,20
val_images_circle,circle,test006.png,5,upright,0.0,False,321,321,80892.0,0.7850467562675476,inpaint,pnp_hqs,restormer,15.0,fixed15p0,0.8,0.5,0.0,0.15,G16_fixed,True,16,20,0.2575331682598403,5.891668292846512,0.0512743904005495,0.06618539104415455,11.792378608483984,0.2431117164707264,5.900710315637473,0.1918373260701769,True,20,320
val_images_circle,circle,test006.png,5,rot45_padded,45.0,False,321,321,80883.0,0.7849593758583069,inpaint,pnp_hqs,restormer,15.0,fixed15p0,0.8,0.5,0.0,0.15,vanilla,False,0,20,0.25725452292972567,5.896369809342205,0.05937341350701013,0.2359194762805534,6.2723620454882445,0.06847423878279428,0.3759922361460397,0.009100825275784152,True,20,20
val_images_circle,circle,test006.png,5,rot45_padded,45.0,False,321,321,80883.0,0.7849593758583069,inpaint,pnp_hqs,restormer,15.0,fixed15p0,0.8,0.5,0.0,0.15,G16_fixed,False,16,20,0.25725452292972567,5.896369809342205,0.05937341350701013,0.08872935337540026,10.519326834367536,0.2164675509300471,4.622957025025332,0.15709413742303696,True,20,320
val_images_circle,circle,test007.png,6,upright,0.0,False,321,321,80892.0,0.7850467562675476,inpaint,pnp_hqs,restormer,15.0,fixed15p0,0.8,0.5,0.0,0.15,vanilla,True,0,20,0.07757444315221221,11.102813332016048,0.15416850891852718,0.05825234789325582,12.34686565468716,0.24367957913792465,1.2440523226711129,0.08951107021939747,True,20,20
val_images_circle,circle,test007.png,6,upright,0.0,False,321,321,80892.0,0.7850467562675476,inpaint,pnp_hqs,restormer,15.0,fixed15p0,0.8,0.5,0.0,0.15,G16_fixed,True,16,20,0.07757444315221221,11.102813332016048,0.15416850891852718,0.009336474481407309,20.298170854737457,0.716289640044751,9.195357522721409,0.5621211311262239,True,20,320
val_images_circle,circle,test007.png,6,rot45_padded,45.0,False,321,321,80883.0,0.7849593758583069,inpaint,pnp_hqs,restormer,15.0,fixed15p0,0.8,0.5,0.0,0.15,vanilla,False,0,20,0.07731569539489139,11.117323336177007,0.15839017179908016,0.06003197109366307,12.21617396756612,0.23242465196642062,1.0988506313891122,0.07403448016734046,True,20,20
val_images_circle,circle,test007.png,6,rot45_padded,45.0,False,321,321,80883.0,0.7849593758583069,inpaint,pnp_hqs,restormer,15.0,fixed15p0,0.8,0.5,0.0,0.15,G16_fixed,False,16,20,0.07731569539489139,11.117323336177007,0.15839017179908016,0.01456037597082746,18.368274107408656,0.5974209564278031,7.250950771231649,0.43903078462872297,True,20,320
val_images_circle,circle,test008.png,7,upright,0.0,False,321,321,80892.0,0.7850467562675476,inpaint,pnp_hqs,restormer,15.0,fixed15p0,0.8,0.5,0.0,0.15,vanilla,True,0,20,0.06616331661737254,11.793827327100265,0.2068111455706374,0.05111884929327066,12.914189308904923,0.3468927657787544,1.120361981804658,0.14008162020811699,True,20,20
val_images_circle,circle,test008.png,7,upright,0.0,False,321,321,80892.0,0.7850467562675476,inpaint,pnp_hqs,restormer,15.0,fixed15p0,0.8,0.5,0.0,0.15,G16_fixed,True,16,20,0.06616331661737254,11.793827327100265,0.2068111455706374,0.009809297747353339,20.08362082871436,0.7198814758412451,8.289793501614094,0.5130703302706077,True,20,320
val_images_circle,circle,test008.png,7,rot45_padded,45.0,False,321,321,80883.0,0.7849593758583069,inpaint,pnp_hqs,restormer,15.0,fixed15p0,0.8,0.5,0.0,0.15,vanilla,False,0,20,0.0665270721868316,11.770015891510099,0.2080749064234759,0.05222807968956703,12.820959419125026,0.33487527412280704,1.050943527614928,0.12680036769933115,True,20,20
