denoiser,dataset,group,averaging,noise_mask,noise_sigma,EhSE_psnr,SEavg_psnr,gain_psnr,realized_gain,predicted_gain,tracking
restormer,square_val_images,fourier_rotation,2,circle,25.0,26.144079923698875,26.16104493124887,0.016965007549995192,9.473572418712355e-06,0.00010814180285322701,0.08760324101097283
restormer,square_val_images,fourier_rotation,4,circle,25.0,26.12951438772911,26.163556093957684,0.0340417062285745,1.9035951777384245e-05,0.00011244097384562209,0.1692972866236467
restormer,square_val_images,fourier_rotation,8,circle,25.0,23.831077564253853,25.19642478913177,1.3653472248779153,0.001116530829634374,0.000329205725921355,3.39158994428033
restormer,square_val_images,fourier_rotation,16,circle,25.0,23.381229564817883,24.965280840929275,1.584051276111392,0.0014030208054485764,0.0003311096508267325,4.237329845099465
restormer,square_val_images,fourier_rotation,32,circle,25.0,23.046773959847222,24.92213609754929,1.8753621377020693,0.0017386987110248665,0.00032133371673805165,5.410881648757195
restormer,square_val_images,rotation,2,circle,25.0,25.41867373047583,24.85916891788136,-0.5595048125944722,-0.00039484594340043964,0.00042083881397132143,-0.9382355673765084
restormer,square_val_images,rotation,4,circle,25.0,25.41344056930033,24.861583127390844,-0.5518574419094868,-0.0003895682489438207,0.0004298650718390553,-0.9062570431162594
restormer,square_val_images,rotation,8,circle,25.0,24.728152252515223,25.02717187745378,0.29901962493855905,0.00022399326217323567,0.0006826256843425595,0.32813482895675805
restormer,square_val_images,rotation,16,circle,25.0,24.604909711463513,25.03763242269656,0.4327227112330476,0.0003284565336382168,0.0006395411913795985,0.5135815144755267
restormer,square_val_images,rotation,32,circle,25.0,24.60072299821166,25.040630270071173,0.4399072718595143,0.0003339602781596533,0.0005903290934903206,0.5657188199638158
restormer,val_images,fourier_rotation,2,circle,25.0,26.426202869240104,26.445522534183574,0.01931966494347037,1.0107165262136656e-05,9.555844447307195e-05,0.10576946200693776
restormer,val_images,fourier_rotation,4,circle,25.0,26.40443739099495,26.43796577947249,0.033528388477538584,1.7599863052904187e-05,9.964025914918791e-05,0.1766340553826995
restormer,val_images,fourier_rotation,8,circle,25.0,24.68330161478724,26.423096091207224,1.7397944764199842,0.0011227780202271447,0.00027408458491046106,4.096465405356298
restormer,val_images,fourier_rotation,16,circle,25.0,24.07941858154897,26.402548234605874,2.3231296530569026,0.0016194083629868887,0.00028092560501709394,5.764545253496384
restormer,val_images,fourier_rotation,32,circle,25.0,23.61584027118476,26.443542780709926,2.8277025095251673,0.0020812520782800886,0.0002900265851422148,7.176073452919995
restormer,val_images,rotation,2,circle,25.0,25.834969713828592,25.333542036074018,-0.5014276777545739,-0.00031932991187495806,0.0003559406987626606,-0.8971435775257766
restormer,val_images,rotation,4,circle,25.0,25.814056492011797,25.357001565321635,-0.45705492669016223,-0.0002909588570688347,0.00038904583681915724,-0.7478780892444893
restormer,val_images,rotation,8,circle,25.0,25.657106491796657,25.89775064853741,0.24064415674075335,0.00014652229418974532,0.0005382688737328319,0.27221023049991777
restormer,val_images,rotation,16,circle,25.0,25.70330705847058,26.058442388144233,0.35513532967365435,0.0002111752857849593,0.00048348556586378066,0.436776815472619
restormer,val_images,rotation,32,circle,25.0,25.758649617264222,26.125103483144557,0.36645386588033446,0.00021487019174208869,0.0004384951634599654,0.4900172445384482
restormer,val_images_circle,fourier_rotation,2,circle,25.0,27.96398712476783,27.97947547758415,0.015488352816319662,5.689158348315653e-06,2.9643635468473267e-05,0.19191837500384232
restormer,val_images_circle,fourier_rotation,4,circle,25.0,27.964879093185104,27.99540543901923,0.030526345834125834,1.1191213374182472e-05,3.494681440445815e-05,0.3202355798345618
restormer,val_images_circle,fourier_rotation,8,circle,25.0,22.966795023194585,25.277720177524316,2.3109251543297304,0.0020839504332404372,0.0011207035348936398,1.8595019720699053
restormer,val_images_circle,fourier_rotation,16,circle,25.0,22.17269522929547,24.60528743443121,2.432592205135741,0.002600449428913759,0.0012709631551810021,2.046046274680103
restormer,val_images_circle,fourier_rotation,32,circle,25.0,21.77963237317144,24.284387779252405,2.504755406080964,0.0029092601328323114,0.0013245571736107483,2.1964020812341807
restormer,val_images_circle,rotation,2,circle,25.0,28.19152427897123,28.20613645172868,0.01461217275744886,5.093867630546697e-06,7.520163998419195e-06,0.6773612426028838
restormer,val_images_circle,rotation,4,circle,25.0,28.205520693062045,28.229149285866626,0.02362859280458096,8.202015458887981e-06,1.234947700507418e-05,0.6641589320355769
restormer,val_images_circle,rotation,8,circle,25.0,25.080462145435924,26.196360802029318,1.1158986565933944,0.0007033853618502851,0.0009485617324321372,0.7415282925727845
restormer,val_images_circle,rotation,16,circle,25.0,24.443867881193896,25.273146671841577,0.8292787906476811,0.0006247771081437568,0.0011423428751120477,0.5469260777614383
restormer,val_images_circle,rotation,32,circle,25.0,24.248269195176917,24.876966741192234,0.6286975460153172,0.000506727889715926,0.001176210445256273,0.4308139685033319
restormer,val_images_diag_padded,fourier_rotation,2,circle,25.0,28.463245926283356,28.47822957881793,0.014983652534574787,4.906364645080609e-06,3.657280089603882e-05,0.13415337422548937
restormer,val_images_diag_padded,fourier_rotation,4,circle,25.0,28.46918139911724,28.50594538965317,0.03676399053593116,1.1991770038469206e-05,4.1981358559985715e-05,0.2856451160658505
restormer,val_images_diag_padded,fourier_rotation,8,circle,25.0,21.734857858175786,26.593601601001808,4.858743742826022,0.00451579517452612,0.001001148426831188,4.510615063162423
restormer,val_images_diag_padded,fourier_rotation,16,circle,25.0,20.280698288581466,25.676957717418766,5.3962594288373005,0.006668259532169307,0.0012058086592637515,5.530114152805011
restormer,val_images_diag_padded,fourier_rotation,32,circle,25.0,19.773016452370722,25.264668322450735,5.4916518700800125,0.007561231636814688,0.001265774352616353,5.973601551639625
restormer,val_images_diag_padded,rotation,2,circle,25.0,28.782602910278996,28.792606564201254,0.010003653922257882,3.0451870190790706e-06,4.485450683893276e-06,0.6789032437730232
restormer,val_images_diag_padded,rotation,4,circle,25.0,28.77870345818949,28.79787503581184,0.019171577622348224,5.835055200851294e-06,8.69365367424669e-06,0.6711856049817747
restormer,val_images_diag_padded,rotation,8,circle,25.0,25.5066478124237,26.890699401969982,1.3840515895462815,0.0007679569921910475,0.001069311796048115,0.7181787342374855
restormer,val_images_diag_padded,rotation,16,circle,25.0,24.884327258261276,25.816827613702547,0.9325003554412703,0.0006275392478278704,0.001279934217860766,0.490290234506517
restormer,val_images_diag_padded,rotation,32,circle,25.0,24.724475296396097,25.37870407686291,0.6542287804668128,0.0004711909388168867,0.0013008649272446317,0.362213577250421
