dataset,file,image_index,input_pose,input_angle_deg,input_height,input_width,problem,algorithm,denoiser,train_sigma,schedule,rho,step,red_input_sigma,lambda,mode,group_expand,base_group_size,num_iter,degraded_se,degraded_psnr,final_se,final_psnr,gap_psnr,beats_degraded,total_denoiser_calls,total_group_evals
val_images,test003.png,2,rot45_padded,45.0,1000,1000,blur,red_gd,restormer,15.0,fixed15p0,0.8,3.9603960396039612,1.4142135623730951,0.005,vanilla,False,0,20,0.0013798994979516452,28.601525433628705,0.0006775822204984161,31.690379982510407,3.0888545488817023,True,20,20
val_images,test003.png,2,rot45_padded,45.0,1000,1000,blur,red_gd,restormer,15.0,fixed15p0,0.8,3.9603960396039612,1.4142135623730951,0.005,G16_fixed,False,16,20,0.0013798994979516452,28.601525433628705,0.0006766332798483003,31.696466454794134,3.094941021165429,True,20,320
val_images,test004.png,3,upright,0.0,321,481,blur,red_gd,restormer,15.0,fixed15p0,0.8,3.9603960396039612,1.4142135623730951,0.005,vanilla,True,0,20,0.0020246732357020033,26.93645058070325,0.0008387755389046824,30.76354243292077,3.8270918522175172,True,20,20
val_images,test004.png,3,upright,0.0,321,481,blur,red_gd,restormer,15.0,fixed15p0,0.8,3.9603960396039612,1.4142135623730951,0.005,G16_fixed,True,16,20,0.0020246732357020033,26.93645058070325,0.0008305133139140331,30.80653401005422,3.87008342935097,True,20,320
val_images,test004.png,3,rot45_padded,45.0,1000,1000,blur,red_gd,restormer,15.0,fixed15p0,0.8,3.9603960396039612,1.4142135623730951,0.005,vanilla,False,0,20,0.0006392373163385837,31.94337880429217,0.00026563693047452173,35.757115468253005,3.813736663960835,True,20,20
val_images,test004.png,3,rot45_padded,45.0,1000,1000,blur,red_gd,restormer,15.0,fixed15p0,0.8,3.9603960396039612,1.4142135623730951,0.005,G16_fixed,False,16,20,0.0006392373163385837,31.94337880429217,0.0002637121793996035,35.78869812095478,3.845319316662607,True,20,320
val_images,test005.png,4,upright,0.0,321,481,blur,red_gd,restormer,15.0,fixed15p0,0.8,3.9603960396039612,1.4142135623730951,0.005,vanilla,True,0,20,0.004926484373608534,23.07462890417408,0.0022485178261727984,26.481036650105196,3.4064077459311157,True,20,20
val_images,test005.png,4,upright,0.0,321,481,blur,red_gd,restormer,15.0,fixed15p0,0.8,3.9603960396039612,1.4142135623730951,0.005,G16_fixed,True,16,20,0.004926484373608534,23.07462890417408,0.0022536377887620953,26.47115883756902,3.396529933394941,True,20,320
val_images,test005.png,4,rot45_padded,45.0,1000,1000,blur,red_gd,restormer,15.0,fixed15p0,0.8,3.9603960396039612,1.4142135623730951,0.005,vanilla,False,0,20,0.0017113705028505553,27.66655957773648,0.000723889778813318,31.40327555484155,3.736715977105071,True,20,20
val_images,test005.png,4,rot45_padded,45.0,1000,1000,blur,red_gd,restormer,15.0,fixed15p0,0.8,3.9603960396039612,1.4142135623730951,0.005,G16_fixed,False,16,20,0.0017113705028505553,27.66655957773648,0.0007258383741143275,31.39160074953943,3.7250411718029497,True,20,320
val_images,test006.png,5,upright,0.0,321,481,blur,red_gd,restormer,15.0,fixed15p0,0.8,3.9603960396039612,1.4142135623730951,0.005,vanilla,True,0,20,0.0017023417058098717,27.689532609067587,0.0006417898009763336,31.92607188790676,4.2365392788391745,True,20,20
val_images,test006.png,5,upright,0.0,321,481,blur,red_gd,restormer,15.0,fixed15p0,0.8,3.9603960396039612,1.4142135623730951,0.005,G16_fixed,True,16,20,0.0017023417058098717,27.689532609067587,0.0006475891409363089,31.887004423012762,4.1974718139451745,True,20,320
val_images,test006.png,5,rot45_padded,45.0,1000,1000,blur,red_gd,restormer,15.0,fixed15p0,0.8,3.9603960396039612,1.4142135623730951,0.005,vanilla,False,0,20,0.0007966287913185002,30.98744001611358,0.00026207110305583134,35.81580863354292,4.828368617429341,True,20,20
val_images,test006.png,5,rot45_padded,45.0,1000,1000,blur,red_gd,restormer,15.0,fixed15p0,0.8,3.9603960396039612,1.4142135623730951,0.005,G16_fixed,False,16,20,0.0007966287913185002,30.98744001611358,0.0002569823465960517,35.90096709506255,4.913527078948967,True,20,320
val_images,test007.png,6,upright,0.0,321,481,blur,red_gd,restormer,15.0,fixed15p0,0.8,3.9603960396039612,1.4142135623730951,0.005,vanilla,True,0,20,0.005343052151312775,22.72210586828356,0.0018513621858120251,27.325086110079923,4.602980241796363,True,20,20
val_images,test007.png,6,upright,0.0,321,481,blur,red_gd,restormer,15.0,fixed15p0,0.8,3.9603960396039612,1.4142135623730951,0.005,G16_fixed,True,16,20,0.005343052151312775,22.72210586828356,0.0018459277598008798,27.337852990488614,4.615747122205054,True,20,320
val_images,test007.png,6,rot45_padded,45.0,1000,1000,blur,red_gd,restormer,15.0,fixed15p0,0.8,3.9603960396039612,1.4142135623730951,0.005,vanilla,False,0,20,0.0014893783445953921,28.269949650428686,0.0005196118222900943,32.84320976350084,4.573260113072152,True,20,20
val_images,test007.png,6,rot45_padded,45.0,1000,1000,blur,red_gd,restormer,15.0,fixed15p0,0.8,3.9603960396039612,1.4142135623730951,0.005,G16_fixed,False,16,20,0.0014893783445953921,28.269949650428686,0.0005183916965516893,32.85341963485193,4.583469984423246,True,20,320
val_images,test008.png,7,upright,0.0,321,481,blur,red_gd,restormer,15.0,fixed15p0,0.8,3.9603960396039612,1.4142135623730951,0.005,vanilla,True,0,20,0.008423827960554011,20.744905113079707,0.004553129918200012,23.41689957433436,2.671994461254652,True,20,20
val_images,test008.png,7,upright,0.0,321,481,blur,red_gd,restormer,15.0,fixed15p0,0.8,3.9603960396039612,1.4142135623730951,0.005,G16_fixed,True,16,20,0.008423827960554011,20.744905113079707,0.004556190352910198,23.413981398406168,2.6690762853264616,True,20,320
val_images,test008.png,7,rot45_padded,45.0,1000,1000,blur,red_gd,restormer,15.0,fixed15p0,0.8,3.9603960396039612,1.4142135623730951,0.005,vanilla,False,0,20,0.002220046394786221,26.536379495182327,0.0012442095229791628,29.05106478960658,2.514685294424254,True,20,20
val_images,test008.png,7,rot45_padded,45.0,1000,1000,blur,red_gd,restormer,15.0,fixed15p0,0.8,3.9603960396039612,1.4142135623730951,0.005,G16_fixed,False,16,20,0.002220046394786221,26.536379495182327,0.0012434402153745194,29.053750907777342,2.517371412595015,True,20,320
val_images,test009.png,8,upright,0.0,321,481,blur,red_gd,restormer,15.0,fixed15p0,0.8,3.9603960396039612,1.4142135623730951,0.005,vanilla,True,0,20,0.004286913605213656,23.678552688003197,0.0016167929300356194,27.913455985855474,4.234903297852277,True,20,20
val_images,test009.png,8,upright,0.0,321,481,blur,red_gd,restormer,15.0,fixed15p0,0.8,3.9603960396039612,1.4142135623730951,0.005,G16_fixed,True,16,20,0.004286913605213656,23.678552688003197,0.0016155189677568473,27.916879385786963,4.238326697783766,True,20,320
val_images,test009.png,8,rot45_padded,45.0,1000,1000,blur,red_gd,restormer,15.0,fixed15p0,0.8,3.9603960396039612,1.4142135623730951,0.005,vanilla,False,0,20,0.0011437163597809398,29.416816666753224,0.00044976488084029416,33.470144587552554,4.05332792079933,True,20,20
val_images,test009.png,8,rot45_padded,45.0,1000,1000,blur,red_gd,restormer,15.0,fixed15p0,0.8,3.9603960396039612,1.4142135623730951,0.005,G16_fixed,False,16,20,0.0011437163597809398,29.416816666753224,0.0004477373614295085,33.48976664415596,4.0729499774027325,True,20,320
val_images,test010.png,9,upright,0.0,321,481,blur,red_gd,restormer,15.0,fixed15p0,0.8,3.9603960396039612,1.4142135623730951,0.005,vanilla,True,0,20,0.0025351892830878485,25.95989609690921,0.001099168447869711,29.589357467262545,3.6294613703533365,True,20,20
val_images,test010.png,9,upright,0.0,321,481,blur,red_gd,restormer,15.0,fixed15p0,0.8,3.9603960396039612,1.4142135623730951,0.005,G16_fixed,True,16,20,0.0025351892830878485,25.95989609690921,0.001082940376204605,29.653954538069527,3.694058441160319,True,20,320
val_images,test010.png,9,rot45_padded,45.0,1000,1000,blur,red_gd,restormer,15.0,fixed15p0,0.8,3.9603960396039612,1.4142135623730951,0.005,vanilla,False,0,20,0.0007805232442487697,31.07614158970992,0.0003288863673564477,34.829541280514704,3.753399690804784,True,20,20
val_images,test010.png,9,rot45_padded,45.0,1000,1000,blur,red_gd,restormer,15.0,fixed15p0,0.8,3.9603960396039612,1.4142135623730951,0.005,G16_fixed,False,16,20,0.0007805232442487697,31.07614158970992,0.00032686924590097913,34.8562593889901,3.780117799280177,True,20,320
