dataset,input_pose,problem,algorithm,denoiser,train_sigma,schedule,rho,step,red_input_sigma,lambda,mode,base_group_size,num_iter,mean_final_psnr,mean_degraded_psnr,mean_final_se,mean_degraded_se,fail_rate,mean_gap_psnr,n,final_psnr_from_mean_se,degraded_psnr_from_mean_se
val_images,rot45_padded,blur,red_gd,restormer,15.0,fixed15p0,0.8,3.9603960396039612,1.4142135623730951,0.005,G16_fixed,16,20,32.77631104169721,28.959984049555874,0.0006107065360447705,0.0013868018804579318,0.0,3.816326992141339,10,32.14167431972388,28.57985578126147
val_images,rot45_padded,blur,red_gd,restormer,15.0,fixed15p0,0.8,3.9603960396039612,1.4142135623730951,0.005,vanilla,0,20,32.760482966138014,28.959984049555874,0.0006116469301878961,0.0013868018804579318,0.0,3.8004989165821343,10,32.13499199617295,28.57985578126147
val_images,upright,blur,red_gd,restormer,15.0,fixed15p0,0.8,3.9603960396039612,1.4142135623730951,0.005,G16_fixed,16,20,27.5660869814472,23.911559607575153,0.0020977067166925083,0.004585318064870584,0.0,3.654527373872047,10,26.78255231216648,23.3863053370668
val_images,upright,blur,red_gd,restormer,15.0,fixed15p0,0.8,3.9603960396039612,1.4142135623730951,0.005,vanilla,0,20,27.557085147674382,23.911559607575153,0.0020998509749764046,0.004585318064870584,0.0,3.6455255400992272,10,26.778115257622485,23.3863053370668
