dataset,input_pose,problem,algorithm,denoiser,train_sigma,schedule,rho,step,red_input_sigma,lambda,mode,base_group_size,num_iter,mean_final_psnr,mean_degraded_psnr,mean_final_se,mean_degraded_se,fail_rate,mean_gap_psnr,n,final_psnr_from_mean_se,degraded_psnr_from_mean_se
val_images,rot45_padded,inpaint,pnp_hqs,restormer,15.0,fixed15p0,0.8,0.5,0.0,0.15,G16_fixed,16,20,22.57521462996535,15.447961538512782,0.008352012631409693,0.03454611518060997,0.0,7.1272530914525705,10,20.782088575234006,14.616007833254907
val_images,rot45_padded,inpaint,pnp_hqs,restormer,15.0,fixed15p0,0.8,0.5,0.0,0.15,vanilla,0,20,16.72118234171399,15.447961538512782,0.027985588250829047,0.03454611518060997,0.0,1.2732208032012062,10,15.530655598880712,14.616007833254907
val_images,upright,inpaint,pnp_hqs,restormer,15.0,fixed15p0,0.8,0.5,0.0,0.15,G16_fixed,16,20,17.441852551848527,9.715716015148704,0.027725842845850168,0.12926791191843706,0.0,7.726136536699821,10,15.571152427355909,8.885092663511303
val_images,upright,inpaint,pnp_hqs,restormer,15.0,fixed15p0,0.8,0.5,0.0,0.15,vanilla,0,20,10.386340253432557,9.715716015148704,0.11255348019183628,0.12926791191843706,0.0,0.6706242382838518,10,9.48641071922961,8.885092663511303
