denoiser,problem,algorithm,schedule,rho,step,red_input_sigma,lambda,mean_final_psnr,mean_gap_psnr,fail_rate,n
wavelet,inpaint,pnp_hqs,fixed10p0,0.4,0.5,0.0,0.15,22.84253260339839,14.667054525810563,0.0,144
wavelet,inpaint,pnp_hqs,fixed10p0,0.8,0.5,0.0,0.15,22.846718045911107,14.671239968323281,0.0,144
wavelet,inpaint,pnp_hqs,fixed10p0,1.6,0.5,0.0,0.15,22.69862625824142,14.52314818065359,0.0,144
wavelet,inpaint,pnp_hqs,fixed15p0,0.1,0.5,0.0,0.15,22.605479713958616,14.430001636370791,0.0,144
wavelet,inpaint,pnp_hqs,fixed15p0,0.2,0.5,0.0,0.15,22.384784746102827,14.209306668515003,0.0,144
wavelet,inpaint,pnp_hqs,fixed15p0,0.4,0.5,0.0,0.15,22.091296934655954,13.91581885706813,0.0,144
wavelet,inpaint,pnp_hqs,fixed15p0,0.8,0.5,0.0,0.15,21.64872375046606,13.473245672878239,0.0,144
wavelet,inpaint,pnp_hqs,fixed15p0,1.6,0.5,0.0,0.15,21.289240565391633,13.113762487803804,0.0,144
wavelet,inpaint,pnp_hqs,fixed20p0,0.1,0.5,0.0,0.15,21.430548355232183,13.255070277644357,0.0,144
wavelet,inpaint,pnp_hqs,fixed20p0,0.2,0.5,0.0,0.15,21.343769828980456,13.168291751392632,0.0,144
wavelet,inpaint,pnp_hqs,fixed20p0,0.4,0.5,0.0,0.15,21.261400859257506,13.08592278166968,0.0,144
wavelet,inpaint,pnp_hqs,fixed20p0,0.8,0.5,0.0,0.15,21.161152597740724,12.985674520152896,0.0,144
wavelet,inpaint,pnp_hqs,fixed20p0,1.6,0.5,0.0,0.15,20.954478119380596,12.779000041792768,0.0,144
wavelet,inpaint,pnp_hqs,fixed25p0,0.1,0.5,0.0,0.15,21.156565785383005,12.98108770779518,0.0,144
wavelet,inpaint,pnp_hqs,fixed25p0,0.2,0.5,0.0,0.15,21.116405619226878,12.94092754163905,0.0,144
wavelet,inpaint,pnp_hqs,fixed25p0,0.4,0.5,0.0,0.15,20.99093505804175,12.815456980453922,0.0,144
wavelet,inpaint,pnp_hqs,fixed25p0,0.8,0.5,0.0,0.15,20.690725739090556,12.515247661502732,0.0,144
wavelet,inpaint,pnp_hqs,fixed25p0,1.6,0.5,0.0,0.15,20.190872312952184,12.01539423536436,0.0,144
wavelet,inpaint,pnp_hqs,fixed30p0,0.1,0.5,0.0,0.15,20.756462105589762,12.580984028001934,0.0,144
wavelet,inpaint,pnp_hqs,fixed30p0,0.2,0.5,0.0,0.15,20.600547396952958,12.425069319365129,0.0,144
wavelet,inpaint,pnp_hqs,fixed30p0,0.4,0.5,0.0,0.15,20.345502925274413,12.170024847686587,0.0,144
wavelet,inpaint,pnp_hqs,fixed30p0,0.8,0.5,0.0,0.15,19.99953791705207,11.824059839464242,0.0,144
wavelet,inpaint,pnp_hqs,fixed30p0,1.6,0.5,0.0,0.15,19.611319927192923,11.4358418496051,0.0,144
wavelet,inpaint,pnp_hqs,linear25p0_to_10p0,0.1,0.5,0.0,0.15,23.31418900236288,15.138710924775056,0.0,144
wavelet,inpaint,pnp_hqs,linear25p0_to_10p0,0.2,0.5,0.0,0.15,22.87323058483288,14.69775250724505,0.0,144
wavelet,inpaint,pnp_hqs,linear25p0_to_10p0,0.4,0.5,0.0,0.15,22.110689167519705,13.935211089931876,0.0,144
wavelet,inpaint,pnp_hqs,linear25p0_to_10p0,0.8,0.5,0.0,0.15,21.29394831830964,13.118470240721813,0.0,144
wavelet,inpaint,pnp_hqs,linear25p0_to_10p0,1.6,0.5,0.0,0.15,21.15167965891404,12.976201581326215,0.0,144
wavelet,inpaint,red_gd,fixed10p0,0.8,1.0,15.0,0.02,24.165184430269488,15.989706352681658,0.0,144
wavelet,inpaint,red_gd,fixed10p0,0.8,1.0,15.0,0.05,23.45180578787636,15.276327710288534,0.0,144
wavelet,inpaint,red_gd,fixed10p0,0.8,1.0,15.0,0.1,22.425015392785667,14.249537315197841,0.0,144
wavelet,inpaint,red_gd,fixed10p0,0.8,1.0,15.0,0.2,21.51930423233899,13.343826154751161,0.0,144
wavelet,inpaint,red_gd,fixed10p0,0.8,1.0,15.0,0.5,20.98851343510284,12.813035357515012,0.0,144
wavelet,inpaint,red_gd,fixed10p0,0.8,2.0,15.0,0.02,23.83577495761997,15.660296880032146,0.0,144
wavelet,inpaint,red_gd,fixed10p0,0.8,2.0,15.0,0.05,22.620043509623162,14.444565432035338,0.0,144
wavelet,inpaint,red_gd,fixed10p0,0.8,2.0,15.0,0.1,21.664080181118955,13.488602103531129,0.0,144
wavelet,inpaint,red_gd,fixed10p0,0.8,2.0,15.0,0.2,21.197546748163504,13.022068670575678,0.0,144
wavelet,inpaint,red_gd,fixed10p0,0.8,2.0,15.0,0.5,20.41732475334048,12.241846675752655,0.0,144
wavelet,inpaint,red_gd,fixed10p0,0.8,4.0,15.0,0.02,23.282968082062155,15.107490004474329,0.0,144
wavelet,inpaint,red_gd,fixed10p0,0.8,4.0,15.0,0.05,21.958727658320683,13.783249580732855,0.0,144
wavelet,inpaint,red_gd,fixed10p0,0.8,4.0,15.0,0.1,21.35193942321554,13.176461345627715,0.0,144
wavelet,inpaint,red_gd,fixed10p0,0.8,4.0,15.0,0.2,20.842716240377968,12.667238162790142,0.0,144
wavelet,inpaint,red_gd,fixed10p0,0.8,4.0,15.0,0.5,19.15222672193535,10.976748644347524,0.0,144
wavelet,inpaint,red_gd,fixed10p0,0.8,8.0,15.0,0.02,22.77330342144267,14.597825343854844,0.0,144
wavelet,inpaint,red_gd,fixed10p0,0.8,8.0,15.0,0.05,21.596940761183628,13.421462683595799,0.0,144
wavelet,inpaint,red_gd,fixed10p0,0.8,8.0,15.0,0.1,21.091490852273665,12.916012774685838,0.0,144
wavelet,inpaint,red_gd,fixed10p0,0.8,8.0,15.0,0.2,20.21764774965982,12.042169672071994,0.0,144
wavelet,inpaint,red_gd,fixed10p0,0.8,8.0,15.0,0.5,17.140856294905362,8.965378217317536,0.0,144
wavelet,inpaint,red_gd,fixed15p0,0.8,1.0,15.0,0.02,23.749714977678654,15.574236900090828,0.0,144
wavelet,inpaint,red_gd,fixed15p0,0.8,1.0,15.0,0.05,22.375403030491253,14.199924952903425,0.0,144
wavelet,inpaint,red_gd,fixed15p0,0.8,1.0,15.0,0.1,21.4906628035054,13.315184725917572,0.0,144
wavelet,inpaint,red_gd,fixed15p0,0.8,1.0,15.0,0.2,21.067234020536787,12.89175594294896,0.0,144
wavelet,inpaint,red_gd,fixed15p0,0.8,1.0,15.0,0.5,20.03716903193538,11.861690954347555,0.0,144
wavelet,inpaint,red_gd,fixed15p0,0.8,2.0,15.0,0.02,22.933511315153552,14.758033237565725,0.0,144
wavelet,inpaint,red_gd,fixed15p0,0.8,2.0,15.0,0.05,21.652952551576725,13.4774744739889,0.0,144
wavelet,inpaint,red_gd,fixed15p0,0.8,2.0,15.0,0.1,21.186307849522482,13.010829771934654,0.0,144
wavelet,inpaint,red_gd,fixed15p0,0.8,2.0,15.0,0.2,20.46283250734469,12.287354429756864,0.0,144
wavelet,inpaint,red_gd,fixed15p0,0.8,2.0,15.0,0.5,19.34176223821361,11.166284160625786,0.0,144
wavelet,inpaint,red_gd,fixed15p0,0.8,4.0,15.0,0.02,22.172021125242267,13.99654304765444,0.0,144
wavelet,inpaint,red_gd,fixed15p0,0.8,4.0,15.0,0.05,21.397523663918335,13.222045586330509,0.0,144
wavelet,inpaint,red_gd,fixed15p0,0.8,4.0,15.0,0.1,20.678333100395022,12.502855022807198,0.0,144
wavelet,inpaint,red_gd,fixed15p0,0.8,4.0,15.0,0.2,19.727394227430562,11.551916149842734,0.0,144
wavelet,inpaint,red_gd,fixed15p0,0.8,4.0,15.0,0.5,17.73460695072216,9.559128873134334,0.0,144
wavelet,inpaint,red_gd,fixed15p0,0.8,8.0,15.0,0.02,21.91169031247895,13.736212234891122,0.0,144
wavelet,inpaint,red_gd,fixed15p0,0.8,8.0,15.0,0.05,21.04505503070019,12.869576953112364,0.0,144
wavelet,inpaint,red_gd,fixed15p0,0.8,8.0,15.0,0.1,20.007353285610396,11.831875208022572,0.0,144
wavelet,inpaint,red_gd,fixed15p0,0.8,8.0,15.0,0.2,19.23194223783565,11.056464160247822,0.0,144
wavelet,inpaint,red_gd,fixed15p0,0.8,8.0,15.0,0.5,15.050647193370683,6.875169115782857,0.0,144
wavelet,inpaint,red_gd,fixed20p0,0.8,1.0,15.0,0.02,23.391192075506,15.215713997918177,0.0,144
wavelet,inpaint,red_gd,fixed20p0,0.8,1.0,15.0,0.05,22.050513427397462,13.875035349809638,0.0,144
wavelet,inpaint,red_gd,fixed20p0,0.8,1.0,15.0,0.1,21.209634414221426,13.0341563366336,0.0,144
wavelet,inpaint,red_gd,fixed20p0,0.8,1.0,15.0,0.2,20.349297211935593,12.173819134347763,0.0,144
wavelet,inpaint,red_gd,fixed20p0,0.8,1.0,15.0,0.5,19.32072188238388,11.145243804796053,0.0,144
wavelet,inpaint,red_gd,fixed20p0,0.8,2.0,15.0,0.02,22.558599854935892,14.383121777348066,0.0,144
wavelet,inpaint,red_gd,fixed20p0,0.8,2.0,15.0,0.05,21.383802912445145,13.208324834857317,0.0,144
wavelet,inpaint,red_gd,fixed20p0,0.8,2.0,15.0,0.1,20.493942188185642,12.318464110597812,0.0,144
wavelet,inpaint,red_gd,fixed20p0,0.8,2.0,15.0,0.2,19.630721968612182,11.45524389102436,0.0,144
wavelet,inpaint,red_gd,fixed20p0,0.8,2.0,15.0,0.5,18.905562070262626,10.7300839926748,0.0,144
wavelet,inpaint,red_gd,fixed20p0,0.8,4.0,15.0,0.02,21.928560298104692,13.753082220516864,0.0,144
wavelet,inpaint,red_gd,fixed20p0,0.8,4.0,15.0,0.05,20.765280764614968,12.589802687027142,0.0,144
wavelet,inpaint,red_gd,fixed20p0,0.8,4.0,15.0,0.1,19.81326245954868,11.637784381960852,0.0,144
wavelet,inpaint,red_gd,fixed20p0,0.8,4.0,15.0,0.2,19.16441791111823,10.988939833530402,0.0,144
wavelet,inpaint,red_gd,fixed20p0,0.8,4.0,15.0,0.5,16.956818777407314,8.781340699819486,0.0,144
wavelet,inpaint,red_gd,fixed20p0,0.8,8.0,15.0,0.02,21.562697318516502,13.38721924092868,0.0,144
wavelet,inpaint,red_gd,fixed20p0,0.8,8.0,15.0,0.05,20.1458770619373,11.970398984349469,0.0,144
wavelet,inpaint,red_gd,fixed20p0,0.8,8.0,15.0,0.1,19.363405424546798,11.187927346958974,0.0,144
wavelet,inpaint,red_gd,fixed20p0,0.8,8.0,15.0,0.2,18.76132367907304,10.585845601485213,0.0,144
wavelet,inpaint,red_gd,fixed20p0,0.8,8.0,15.0,0.5,13.409276738633462,5.233798661045636,0.0,144
wavelet,inpaint,red_gd,fixed25p0,0.8,1.0,15.0,0.02,23.30312891841015,15.127650840822323,0.0,144
wavelet,inpaint,red_gd,fixed25p0,0.8,1.0,15.0,0.05,21.82164607408126,13.646167996493434,0.0,144
wavelet,inpaint,red_gd,fixed25p0,0.8,1.0,15.0,0.1,20.60181087264074,12.426332795052916,0.0,144
wavelet,inpaint,red_gd,fixed25p0,0.8,1.0,15.0,0.2,19.703517075217647,11.528038997629821,0.0,144
wavelet,inpaint,red_gd,fixed25p0,0.8,1.0,15.0,0.5,19.02760738749073,10.852129309902901,0.0,144
wavelet,inpaint,red_gd,fixed25p0,0.8,2.0,15.0,0.02,22.403587311242475,14.228109233654644,0.0,144
wavelet,inpaint,red_gd,fixed25p0,0.8,2.0,15.0,0.05,20.79028148636509,12.614803408777261,0.0,144
wavelet,inpaint,red_gd,fixed25p0,0.8,2.0,15.0,0.1,19.833791719828984,11.658313642241158,0.0,144
wavelet,inpaint,red_gd,fixed25p0,0.8,2.0,15.0,0.2,19.227267426412112,11.051789348824284,0.0,144
wavelet,inpaint,red_gd,fixed25p0,0.8,2.0,15.0,0.5,18.419519705686234,10.244041628098408,0.0,144
wavelet,inpaint,red_gd,fixed25p0,0.8,4.0,15.0,0.02,21.517338220331084,13.34186014274326,0.0,144
wavelet,inpaint,red_gd,fixed25p0,0.8,4.0,15.0,0.05,20.077312672500504,11.901834594912678,0.0,144
wavelet,inpaint,red_gd,fixed25p0,0.8,4.0,15.0,0.1,19.361030492276537,11.18555241468871,0.0,144
wavelet,inpaint,red_gd,fixed25p0,0.8,4.0,15.0,0.2,18.83356972754799,10.658091649960163,0.0,144
wavelet,inpaint,red_gd,fixed25p0,0.8,4.0,15.0,0.5,16.44037486818068,8.264896790592852,0.0,144
wavelet,inpaint,red_gd,fixed25p0,0.8,8.0,15.0,0.02,20.843003681073704,12.667525603485878,0.0,144
wavelet,inpaint,red_gd,fixed25p0,0.8,8.0,15.0,0.05,19.62279334591363,11.447315268325806,0.0,144
wavelet,inpaint,red_gd,fixed25p0,0.8,8.0,15.0,0.1,19.05174202224347,10.876263944655642,0.0,144
wavelet,inpaint,red_gd,fixed25p0,0.8,8.0,15.0,0.2,18.110502585973286,9.93502450838546,0.0,144
wavelet,inpaint,red_gd,fixed25p0,0.8,8.0,15.0,0.5,11.778950471885535,3.603472394297709,0.02083333333333337,144
