dataset,input_pose,problem,algorithm,denoiser,train_sigma,schedule,rho,step,red_input_sigma,lambda,mode,base_group_size,num_iter,mean_final_psnr,mean_degraded_psnr,mean_final_se,mean_degraded_se,fail_rate,mean_gap_psnr,n,final_psnr_from_mean_se,degraded_psnr_from_mean_se
val_images,rot45_padded,inpaint,pnp_hqs,wavelet,15.0,fixed5p0,0.4,0.5,0.0,0.15,vanilla,0,20,16.701992402775282,15.447961538512782,0.0284218166257063,0.03454611518060997,0.0,1.2540308642624989,10,15.463481668974344,14.616007833254907
val_images,rot45_padded,inpaint,pnp_hqs,wavelet,15.0,fixed5p0,0.8,0.5,0.0,0.15,vanilla,0,20,16.707382775885797,15.447961538512782,0.028405164235091058,0.03454611518060997,0.0,1.2594212373730151,10,15.466026953433294,14.616007833254907
val_images,rot45_padded,inpaint,pnp_hqs,wavelet,15.0,fixed7p5,0.4,0.5,0.0,0.15,vanilla,0,20,19.29090162387697,15.447961538512782,0.02095386941952898,0.03454611518060997,0.0,3.8429400853641846,10,16.787357668561892,14.616007833254907
val_images,rot45_padded,inpaint,pnp_hqs,wavelet,15.0,fixed7p5,0.8,0.5,0.0,0.15,vanilla,0,20,19.493170552519576,15.447961538512782,0.020770965949757098,0.03454611518060997,0.0,4.045209014006792,10,16.825433062143176,14.616007833254907
val_images,rot45_padded,inpaint,pnp_hqs,wavelet,15.0,linear10p0_to_2p0,0.4,0.5,0.0,0.15,vanilla,0,20,17.961123487873785,15.447961538512782,0.024098917547412557,0.03454611518060997,0.0,2.513161949361,10,16.180024642194603,14.616007833254907
val_images,rot45_padded,inpaint,pnp_hqs,wavelet,15.0,linear10p0_to_2p0,0.8,0.5,0.0,0.15,vanilla,0,20,18.02036044273632,15.447961538512782,0.023989976364260264,0.03454611518060997,0.0,2.5723989042235353,10,16.199701799136367,14.616007833254907
val_images,rot45_padded,inpaint,pnp_hqs,wavelet,15.0,linear15p0_to_3p0,0.4,0.5,0.0,0.15,vanilla,0,20,24.111450856523795,15.447961538512782,0.013790695484334767,0.03454611518060997,0.0,8.663489318011015,10,18.604138311851052,14.616007833254907
val_images,rot45_padded,inpaint,pnp_hqs,wavelet,15.0,linear15p0_to_3p0,0.8,0.5,0.0,0.15,vanilla,0,20,23.85665065163048,15.447961538512782,0.01356014937982065,0.03454611518060997,0.0,8.4086891131177,10,18.677355262156752,14.616007833254907
val_images,rot45_padded,inpaint,red_gd,tv,15.0,fixed3p25,0.8,3.8461538461538467,1.4142135623730951,0.02,vanilla,0,20,19.301904841401473,15.447961538512782,0.015367566138219473,0.03454611518060997,0.0,3.8539433028886902,10,18.133949091066036,14.616007833254907
val_images,rot45_padded,inpaint,red_gd,tv,15.0,fixed3p25,0.8,3.921568627450981,1.4142135623730951,0.01,vanilla,0,20,17.401867582387837,15.447961538512782,0.02299956999521139,0.03454611518060997,0.0,1.9539060438750533,10,16.382802835673036,14.616007833254907
val_images,rot45_padded,inpaint,red_gd,tv,15.0,fixed3p25,0.8,3.9603960396039612,1.4142135623730951,0.005,vanilla,0,20,16.42687126762428,15.447961538512782,0.028195410236862718,0.03454611518060997,0.0,0.9789097291114949,10,15.498215821428518,14.616007833254907
val_images,rot45_padded,inpaint,red_gd,tv,15.0,fixed4p1,0.8,3.8461538461538467,1.4142135623730951,0.02,vanilla,0,20,19.301904841401473,15.447961538512782,0.015367566138219473,0.03454611518060997,0.0,3.8539433028886902,10,18.133949091066036,14.616007833254907
val_images,rot45_padded,inpaint,red_gd,tv,15.0,fixed4p1,0.8,3.921568627450981,1.4142135623730951,0.01,vanilla,0,20,17.401867582387837,15.447961538512782,0.02299956999521139,0.03454611518060997,0.0,1.9539060438750533,10,16.382802835673036,14.616007833254907
val_images,rot45_padded,inpaint,red_gd,tv,15.0,fixed4p1,0.8,3.9603960396039612,1.4142135623730951,0.005,vanilla,0,20,16.42687126762428,15.447961538512782,0.028195410236862718,0.03454611518060997,0.0,0.9789097291114949,10,15.498215821428518,14.616007833254907
