dataset,eval_mask,input_pose,input_rotate_expand,input_pad,problem,algorithm,denoiser,train_sigma,schedule,rho,step,red_input_sigma,lambda,mode,base_group_size,num_iter,init_method,mean_final_psnr,mean_degraded_psnr,mean_final_ssim,mean_degraded_ssim,mean_final_se,mean_degraded_se,fail_rate,mean_gap_psnr,mean_gap_ssim,n,final_psnr_from_mean_se,degraded_psnr_from_mean_se
val_images,none,rot0_padded,True,0,inpaint,pnp_hqs,restormer-aug,15.0,fixed15p0,0.1,0.5,0.0,0.15,G16_fixed,16,20,telea,26.761041031357575,8.177257917419375,0.7984626880654918,0.1199443737411027,0.002415102205015775,0.16359144762967046,0.0,18.5837831139382,0.6785183143243891,2,26.170644855604404,7.862394044808809
val_images,none,rot0_padded,True,0,inpaint,pnp_hqs,restormer-aug,15.0,fixed15p0,0.1,0.5,0.0,0.15,vanilla,0,20,telea,26.245283887895873,8.177257917419375,0.7924935769927008,0.1199443737411027,0.0026581020353865755,0.16359144762967046,0.0,18.068025970476498,0.6725492032515982,2,25.754283520032125,7.862394044808809
val_images,none,rot10_padded,True,0,inpaint,pnp_hqs,restormer-aug,15.0,fixed15p0,0.1,0.5,0.0,0.15,G16_fixed,16,20,telea,26.957180099122404,8.17305427044527,0.796556257205171,0.12036286029902268,0.002321172293130133,0.1640400692252984,0.0,18.784125828677134,0.6761933969061482,2,26.342926220694707,7.850500561112125
val_images,none,rot10_padded,True,0,inpaint,pnp_hqs,restormer-aug,15.0,fixed15p0,0.1,0.5,0.0,0.15,vanilla,0,20,telea,26.522764571520895,8.17305427044527,0.7881189717411579,0.12036286029902268,0.0025409395515319996,0.1640400692252984,0.0,18.34971030107562,0.6677561114421352,2,25.95005666609749,7.850500561112125
val_images,none,rot15_padded,True,0,inpaint,pnp_hqs,restormer-aug,15.0,fixed15p0,0.1,0.5,0.0,0.15,G16_fixed,16,20,telea,26.947902762456245,8.198952480270563,0.7959859992308937,0.12050156983686852,0.0023300298878565972,0.16296121389754697,0.0,18.74895028218568,0.6754844293940252,2,26.326385081379527,7.879157489376743
val_images,none,rot15_padded,True,0,inpaint,pnp_hqs,restormer-aug,15.0,fixed15p0,0.1,0.5,0.0,0.15,vanilla,0,20,telea,26.523250928070414,8.198952480270563,0.7873094438147668,0.12050156983686852,0.0025487878532607323,0.16296121389754697,0.0,18.32429844779985,0.6668078739778982,2,25.936663112519863,7.879157489376743
val_images,none,rot20_padded,True,0,inpaint,pnp_hqs,restormer-aug,15.0,fixed15p0,0.1,0.5,0.0,0.15,G16_fixed,16,20,telea,27.031952985206836,8.181955444485387,0.7977304844105209,0.12077566938986004,0.0023065094290028645,0.16354950093285092,0.0,18.849997540721446,0.6769548150206608,2,26.3704476565769,7.8635077677556104
val_images,none,rot20_padded,True,0,inpaint,pnp_hqs,restormer-aug,15.0,fixed15p0,0.1,0.5,0.0,0.15,vanilla,0,20,telea,26.574645182211075,8.181955444485387,0.7881872818152967,0.12077566938986004,0.0025258499633811987,0.16354950093285092,0.0,18.39268973772569,0.6674116124254367,2,25.97592450301218,7.8635077677556104
val_images,none,rot25_padded,True,0,inpaint,pnp_hqs,restormer-aug,15.0,fixed15p0,0.1,0.5,0.0,0.15,G16_fixed,16,20,telea,27.026061261852377,8.173486873323426,0.7978117541790262,0.12094502537916445,0.0022991817001635495,0.16411873383885894,0.0,18.852574388528954,0.6768667287998618,2,26.384267058685214,7.8484184223472475
val_images,none,rot25_padded,True,0,inpaint,pnp_hqs,restormer-aug,15.0,fixed15p0,0.1,0.5,0.0,0.15,vanilla,0,20,telea,26.580487944496834,8.173486873323426,0.7887115745343325,0.12094502537916445,0.002509800860091853,0.16411873383885894,0.0,18.407001071173408,0.6677665491551681,2,26.003607362059064,7.8484184223472475
val_images,none,rot30_padded,True,0,inpaint,pnp_hqs,restormer-aug,15.0,fixed15p0,0.1,0.5,0.0,0.15,G16_fixed,16,20,telea,27.086310631305064,8.172694386999094,0.7995944735670337,0.12077837850145726,0.0022870911217724105,0.16397299969134554,0.0,18.91361624430597,0.6788160950655764,2,26.40716531985037,7.852276583573772
val_images,none,rot30_padded,True,0,inpaint,pnp_hqs,restormer-aug,15.0,fixed15p0,0.1,0.5,0.0,0.15,vanilla,0,20,telea,26.47681482574118,8.172694386999094,0.7862172370871114,0.12077837850145726,0.0025465471139225937,0.16397299969134554,0.0,18.30412043874209,0.6654388585856541,2,25.940482844878723,7.852276583573772
val_images,none,rot35_padded,True,0,inpaint,pnp_hqs,restormer-aug,15.0,fixed15p0,0.1,0.5,0.0,0.15,G16_fixed,16,20,telea,27.10546542985122,8.172513653356802,0.7998390747951816,0.1212107882375085,0.0022578558300000153,0.163898368181487,0.0,18.932951776494416,0.678628286557673,2,26.46303792364277,7.854253703666798
