dataset,input_pose,input_angle_deg,problem,algorithm,denoiser,denoiser_sigma,mode,sampling,base_group_size,sample_size,group_expand,num_iter,mean_final_se,mean_final_psnr,mean_degraded_se,mean_degraded_psnr,total_group_evals,n,final_psnr_from_mean_se,degraded_psnr_from_mean_se
val_images,rot45_padded,45.0,blur,pnp_hqs,wavelet,25.0,G16_fixed,fixed,16,16,False,20,0.0019895737500956814,27.255897131532446,0.0014056326593526037,28.8898617208145,320,10,27.012399576656442,28.521281607246003
val_images,rot45_padded,45.0,blur,pnp_hqs,wavelet,25.0,G1_random,random,16,1,False,20,0.0021558588824093453,26.91404322338488,0.0014056326593526037,28.8898617208145,20,10,26.663796704782104,28.521281607246003
val_images,rot45_padded,45.0,blur,pnp_hqs,wavelet,25.0,G2_random,random,16,2,False,20,0.0020725406867499346,27.104612311963514,0.0014056326593526037,28.8898617208145,40,10,26.834969349115664,28.521281607246003
val_images,rot45_padded,45.0,blur,pnp_hqs,wavelet,25.0,G4_random,random,16,4,False,20,0.0020187342322462486,27.20889057817874,0.0014056326593526037,28.8898617208145,80,10,26.949208524611386,28.521281607246003
val_images,rot45_padded,45.0,blur,red_gd,wavelet,25.0,G16_fixed,fixed,16,16,False,20,0.0009121131770470218,30.920376972518977,0.0014056326593526037,28.8898617208145,320,10,30.399512700954677,28.521281607246003
val_images,rot45_padded,45.0,blur,red_gd,wavelet,25.0,G1_random,random,16,1,False,20,0.0009146596245196108,30.90106384408724,0.0014056326593526037,28.8898617208145,20,10,30.387404913919973,28.521281607246003
val_images,rot45_padded,45.0,blur,red_gd,wavelet,25.0,G2_random,random,16,2,False,20,0.0009165074867145481,30.904348157947926,0.0014056326593526037,28.8898617208145,40,10,30.37863983047061,28.521281607246003
val_images,rot45_padded,45.0,blur,red_gd,wavelet,25.0,G4_random,random,16,4,False,20,0.0009175445579822731,30.896533078120495,0.0014056326593526037,28.8898617208145,80,10,30.373728362683003,28.521281607246003
val_images,rot45_padded,45.0,inpaint,pnp_hqs,wavelet,25.0,G16_fixed,fixed,16,16,False,20,0.0024957020466471825,26.222720826329304,0.03445523701920814,15.460987484530131,320,10,26.02807264831348,14.627447582066965
val_images,rot45_padded,45.0,inpaint,pnp_hqs,wavelet,25.0,G1_random,random,16,1,False,20,0.002510376544549335,26.16486121978796,0.03445523701920814,15.460987484530131,20,10,26.002611315249773,14.627447582066965
