dataset,input_pose,input_angle_deg,problem,algorithm,denoiser,denoiser_sigma,mode,sampling,base_group_size,sample_size,group_expand,num_iter,mean_final_se,mean_final_psnr,mean_degraded_se,mean_degraded_psnr,total_group_evals,n,final_psnr_from_mean_se,degraded_psnr_from_mean_se
val_images,rot45_padded,45.0,inpaint,pnp_hqs,wavelet,15.0,G4_random,random,16,4,False,20,0.0018434858277394388,27.602349580678755,0.03445523701920814,15.460987484530131,80,10,27.34360196792997,14.627447582066965
val_images,rot45_padded,45.0,inpaint,red_gd,wavelet,15.0,G16_fixed,fixed,16,16,False,20,0.023295229894714074,18.081748425361678,0.03445523701920814,15.460987484530131,320,10,16.327329992525456,14.627447582066965
val_images,rot45_padded,45.0,inpaint,red_gd,wavelet,15.0,G1_random,random,16,1,False,20,0.023072122134416336,18.09175262824768,0.03445523701920814,15.460987484530131,20,10,16.369124579764993,14.627447582066965
val_images,rot45_padded,45.0,inpaint,red_gd,wavelet,15.0,G2_random,random,16,2,False,20,0.023311871230990093,18.078196895239067,0.03445523701920814,15.460987484530131,40,10,16.32422864502744,14.627447582066965
val_images,rot45_padded,45.0,inpaint,red_gd,wavelet,15.0,G4_random,random,16,4,False,20,0.02355928455726624,18.060308946018246,0.03445523701920814,15.460987484530131,80,10,16.278379022359193,14.627447582066965
val_images,upright,0.0,blur,pnp_hqs,wavelet,15.0,G16_fixed,fixed,16,16,True,20,0.005698057713922311,22.809005211754283,0.004615378748072558,23.874842116311157,320,10,22.442731562353536,23.357926540208148
val_images,upright,0.0,blur,pnp_hqs,wavelet,15.0,G1_random,random,16,1,True,20,0.006028212994899357,22.554569765839762,0.004615378748072558,23.874842116311157,20,10,22.19811411155805,23.357926540208148
val_images,upright,0.0,blur,pnp_hqs,wavelet,15.0,G2_random,random,16,2,True,20,0.005866064747243498,22.640511822640327,0.004615378748072558,23.874842116311157,40,10,22.316531477626636,23.357926540208148
val_images,upright,0.0,blur,pnp_hqs,wavelet,15.0,G4_random,random,16,4,True,20,0.00568982191259692,22.81669788631616,0.004615378748072558,23.874842116311157,80,10,22.44901326502437,23.357926540208148
val_images,upright,0.0,blur,red_gd,wavelet,15.0,G16_fixed,fixed,16,16,True,20,0.003077971689270366,25.759836321456323,0.004615378748072558,23.874842116311157,320,10,25.117353790627604,23.357926540208148
val_images,upright,0.0,blur,red_gd,wavelet,15.0,G1_random,random,16,1,True,20,0.002985583045770363,25.893075785883003,0.004615378748072558,23.874842116311157,20,10,25.24970844154549,23.357926540208148
val_images,upright,0.0,blur,red_gd,wavelet,15.0,G2_random,random,16,2,True,20,0.002955092525667265,25.985404290083913,0.004615378748072558,23.874842116311157,40,10,25.294289165567907,23.357926540208148
val_images,upright,0.0,blur,red_gd,wavelet,15.0,G4_random,random,16,4,True,20,0.002982427861777232,25.944166396653408,0.004615378748072558,23.874842116311157,80,10,25.254300521374095,23.357926540208148
val_images,upright,0.0,inpaint,pnp_hqs,wavelet,15.0,G16_fixed,fixed,16,16,True,20,0.006855066056929637,21.887262952355414,0.12888757743575008,9.730675701157908,320,10,21.639883558968158,8.897889392105377
val_images,upright,0.0,inpaint,pnp_hqs,wavelet,15.0,G1_random,random,16,1,True,20,0.007181245407643341,21.679392728297824,0.12888757743575008,9.730675701157908,20,10,21.438002316958617,8.897889392105377
val_images,upright,0.0,inpaint,pnp_hqs,wavelet,15.0,G2_random,random,16,2,True,20,0.0069150749357047405,21.855927626368587,0.12888757743575008,9.730675701157908,40,10,21.602031092659168,8.897889392105377
val_images,upright,0.0,inpaint,pnp_hqs,wavelet,15.0,G4_random,random,16,4,True,20,0.006836487801097857,21.921835316966618,0.12888757743575008,9.730675701157908,80,10,21.651669568104452,8.897889392105377
val_images,upright,0.0,inpaint,red_gd,wavelet,15.0,G16_fixed,fixed,16,16,True,20,0.08713208626934968,12.350817365409322,0.12888757743575008,9.730675701157908,320,10,10.598218872006427,8.897889392105377
val_images,upright,0.0,inpaint,red_gd,wavelet,15.0,G1_random,random,16,1,True,20,0.09475421974747711,11.437349927771688,0.12888757743575008,9.730675701157908,20,10,10.23401440228098,8.897889392105377
val_images,upright,0.0,inpaint,red_gd,wavelet,15.0,G2_random,random,16,2,True,20,0.09236703794846918,11.773705355962104,0.12888757743575008,9.730675701157908,40,10,10.344829832285098,8.897889392105377
val_images,upright,0.0,inpaint,red_gd,wavelet,15.0,G4_random,random,16,4,True,20,0.08942722688238287,12.096045109018105,0.12888757743575008,9.730675701157908,80,10,10.485302364103132,8.897889392105377
