denoiser,dataset,group,averaging,noise_mask,noise_sigma,EhSE_psnr,SEavg_psnr,gain_psnr,realized_gain,predicted_gain,tracking
restormer,val_images_circle,fourier_rotation,2,circle,15.0,29.588490344603237,29.597719921749995,0.0092295771467618,2.333925888733674e-06,1.0243670077021729e-05,0.2278407905745677
restormer,val_images_circle,fourier_rotation,4,circle,15.0,29.59500981415087,29.61834972025001,0.0233399060991388,5.883656896879736e-06,1.3706393847813196e-05,0.4292636679062341
restormer,val_images_circle,fourier_rotation,8,circle,15.0,27.10876780777932,28.922414114981247,1.813646307201932,0.0006642941318591,0.0001870593499499,3.5512479436979048
restormer,val_images_circle,fourier_rotation,16,circle,15.0,23.08555806271724,28.19290236379096,5.10734430107372,0.0033980654351581,0.0002242538421094,15.15276350761052
restormer,val_images_circle,fourier_rotation,32,circle,15.0,22.58795446643107,27.82373012822529,5.235775661794218,0.0038601283399899,0.0002361615992799,16.34528370301934
restormer,val_images_circle,rotation,2,circle,15.0,29.78289690526544,29.79330875675649,0.010411851491046,2.517291298245034e-06,3.610850323738864e-06,0.6971463983692624
restormer,val_images_circle,rotation,4,circle,15.0,29.79040594002924,29.80803882012107,0.0176328800918277,4.252232506928293e-06,6.166395137577011e-06,0.689581580819542
restormer,val_images_circle,rotation,8,circle,15.0,28.339080078526948,28.80625970989427,0.4671796313673226,0.0001495002698615,0.0002117506763498,0.7060202708135642
restormer,val_images_circle,rotation,16,circle,15.0,28.04995591312341,28.473564417221784,0.4236085040983717,0.0001456050672578,0.0002435085706705,0.5979463755910712
restormer,val_images_circle,rotation,32,circle,15.0,27.980071109701782,28.344021517863112,0.3639504081613296,0.000127991268723,0.000249977094503,0.5120119864480842
restormer,val_images_diag_padded,fourier_rotation,2,circle,15.0,30.73268601587734,30.74008233427464,0.0073963183972978,1.437450578911924e-06,8.941173124987148e-06,0.1607675591131102
restormer,val_images_diag_padded,fourier_rotation,4,circle,15.0,30.72320917309017,30.74565124534451,0.0224420722543392,4.363511323002186e-06,1.2057780075362084e-05,0.3618834723912604
restormer,val_images_diag_padded,fourier_rotation,8,circle,15.0,26.406355691084386,29.28723999320385,2.880884302119469,0.0011091629322968,0.0002510870281029,4.417444185297348
restormer,val_images_diag_padded,fourier_rotation,16,circle,15.0,21.12398538438328,28.482889317703943,7.358903933320665,0.0063016047048648,0.0002953790828541,21.333957177923505
restormer,val_images_diag_padded,fourier_rotation,32,circle,15.0,20.785231868320786,27.936604880057704,7.151373011736919,0.0067377719034878,0.0003313371894974,20.33509101017807
restormer,val_images_diag_padded,rotation,2,circle,15.0,30.61240443225598,30.620188592780416,0.0077841605244373,1.5552416521702331e-06,2.2741430636952743e-06,0.6838803050688939
restormer,val_images_diag_padded,rotation,4,circle,15.0,30.61084772040901,30.626754816499428,0.0159070960904159,3.1763379916749347e-06,4.720138808965522e-06,0.6729331742621081
restormer,val_images_diag_padded,rotation,8,circle,15.0,29.055458650262544,29.581248764333303,0.5257901140707588,0.0001417287431614,0.0001990938663669,0.7118689578324398
restormer,val_images_diag_padded,rotation,16,circle,15.0,28.889906037442927,29.259191391866736,0.369285354423809,0.0001052576646161,0.0002100718486774,0.5010555449425969
restormer,val_images_diag_padded,rotation,32,circle,15.0,28.78570928668225,29.0647854907812,0.2790762040989492,8.23167995289038e-05,0.0002157343903951,0.3815654953209634
