dataset,input_pose,input_angle_deg,problem,algorithm,denoiser,denoiser_sigma,mode,sampling,base_group_size,sample_size,group_expand,num_iter,mean_final_se,mean_final_psnr,mean_degraded_se,mean_degraded_psnr,total_group_evals,n,final_psnr_from_mean_se,degraded_psnr_from_mean_se
val_images,rot45_padded,45.0,inpaint,red_gd,wavelet,50.0,G2_random,random,16,2,False,20,0.00997798383983449,20.615464205941,0.03445523701920814,15.460987484530131,40,10,20.00957203771901,14.627447582066965
val_images,rot45_padded,45.0,inpaint,red_gd,wavelet,50.0,G4_random,random,16,4,False,20,0.009977252410402593,20.614979998175386,0.03445523701920814,15.460987484530131,80,10,20.00989040605335,14.627447582066965
val_images,upright,0.0,blur,pnp_hqs,wavelet,50.0,G16_fixed,fixed,16,16,True,20,0.010373076875428303,20.03955533684016,0.004615378748072558,23.874842116311157,320,10,19.840924035128538,23.357926540208148
val_images,upright,0.0,blur,pnp_hqs,wavelet,50.0,G1_random,random,16,1,True,20,0.010398998747486484,20.040109463305562,0.004615378748072558,23.874842116311157,20,10,19.83008474102646,23.357926540208148
val_images,upright,0.0,blur,pnp_hqs,wavelet,50.0,G2_random,random,16,2,True,20,0.010152928756889432,20.162186079509716,0.004615378748072558,23.874842116311157,40,10,19.93408661249956,23.357926540208148
val_images,upright,0.0,blur,pnp_hqs,wavelet,50.0,G4_random,random,16,4,True,20,0.010192880803628235,20.126945376482645,0.004615378748072558,23.874842116311157,80,10,19.917030544330686,23.357926540208148
val_images,upright,0.0,blur,red_gd,wavelet,50.0,G16_fixed,fixed,16,16,True,20,0.0031645204607929126,25.67086281590398,0.004615378748072558,23.874842116311157,320,10,24.996920919689796,23.357926540208148
val_images,upright,0.0,blur,red_gd,wavelet,50.0,G1_random,random,16,1,True,20,0.0031432903727003263,25.711481569033857,0.004615378748072558,23.874842116311157,20,10,25.026154976217892,23.357926540208148
val_images,upright,0.0,blur,red_gd,wavelet,50.0,G2_random,random,16,2,True,20,0.0031147897207565553,25.760713608411187,0.004615378748072558,23.874842116311157,40,10,25.06571267206297,23.357926540208148
val_images,upright,0.0,blur,red_gd,wavelet,50.0,G4_random,random,16,4,True,20,0.0031196919072406033,25.761671201560553,0.004615378748072558,23.874842116311157,80,10,25.0588829367134,23.357926540208148
val_images,upright,0.0,inpaint,pnp_hqs,wavelet,50.0,G16_fixed,fixed,16,16,True,20,0.013894271664762477,18.697039393885717,0.12888757743575008,9.730675701157908,320,10,18.571642139290702,8.897889392105377
val_images,upright,0.0,inpaint,pnp_hqs,wavelet,50.0,G1_random,random,16,1,True,20,0.013573802321194423,18.831985363230814,0.12888757743575008,9.730675701157908,20,10,18.672984798417364,8.897889392105377
val_images,upright,0.0,inpaint,pnp_hqs,wavelet,50.0,G2_random,random,16,2,True,20,0.013670586076877081,18.78104745180491,0.12888757743575008,9.730675701157908,40,10,18.642128662297207,8.897889392105377
val_images,upright,0.0,inpaint,pnp_hqs,wavelet,50.0,G4_random,random,16,4,True,20,0.013803562461411917,18.733403021835944,0.12888757743575008,9.730675701157908,80,10,18.60008815216974,8.897889392105377
val_images,upright,0.0,inpaint,red_gd,wavelet,50.0,G16_fixed,fixed,16,16,True,20,0.03752280379680623,14.86199134804996,0.12888757743575008,9.730675701157908,320,10,14.257047175214804,8.897889392105377
val_images,upright,0.0,inpaint,red_gd,wavelet,50.0,G1_random,random,16,1,True,20,0.037401294699730796,14.900750320615483,0.12888757743575008,9.730675701157908,20,10,14.271133638097709,8.897889392105377
val_images,upright,0.0,inpaint,red_gd,wavelet,50.0,G2_random,random,16,2,True,20,0.03734618362119371,14.8903282299183,0.12888757743575008,9.730675701157908,40,10,14.277537718121547,8.897889392105377
val_images,upright,0.0,inpaint,red_gd,wavelet,50.0,G4_random,random,16,4,True,20,0.03742593547138115,14.874194643329398,0.12888757743575008,9.730675701157908,80,10,14.268273355411864,8.897889392105377
