dataset,file,image_index,input_pose,input_angle_deg,input_height,input_width,eval_mask_pixels,eval_mask_fraction,problem,algorithm,denoiser,train_sigma,schedule,rho,step,red_input_sigma,lambda,mode,group_expand,base_group_size,num_iter,degraded_se,degraded_psnr,degraded_ssim,final_se,final_psnr,final_ssim,gap_psnr,gap_ssim,beats_degraded,total_denoiser_calls,total_group_evals
val_images,test001.png,0,upright,0.0,481,321,154401.0,1.0,inpaint,red_gd,wavelet,15.0,fixed5p0,0.8,3.8461538461538467,1.4142135623730951,0.02,vanilla,True,0,20,0.09998868864596085,10.000491273649581,0.18736299119257646,0.09930244288816134,10.030400675187323,0.18991122092392537,0.029909401537741687,0.002548229731348911,True,20,20
val_images,test001.png,0,upright,0.0,481,321,154401.0,1.0,inpaint,red_gd,wavelet,15.0,fixed5p0,0.8,3.8461538461538467,1.4142135623730951,0.02,G16_fixed,True,16,20,0.09998868864596085,10.000491273649581,0.18736299119257646,0.09791310198363352,10.091591903370778,0.19452400678671122,0.09110062972119692,0.007161015594134762,True,20,320
val_images,test001.png,0,rot45_padded,45.0,1000,1000,154360.0,0.15435999631881714,inpaint,red_gd,wavelet,15.0,fixed5p0,0.8,3.8461538461538467,1.4142135623730951,0.02,vanilla,False,0,20,0.10017810435022026,9.992271906344083,0.19753507172761725,0.09847091670850609,10.066920190258635,0.20393269487723503,0.07464828391455214,0.0063976231496177816,True,20,20
val_images,test001.png,0,rot45_padded,45.0,1000,1000,154360.0,0.15435999631881714,inpaint,red_gd,wavelet,15.0,fixed5p0,0.8,3.8461538461538467,1.4142135623730951,0.02,G16_fixed,False,16,20,0.10017810435022026,9.992271906344083,0.19753507172761725,0.09811511290570744,10.082640920488362,0.20475087913400492,0.09036901414427945,0.007215807406387664,True,20,320
val_images,test002.png,1,upright,0.0,481,321,154401.0,1.0,inpaint,red_gd,wavelet,15.0,fixed5p0,0.8,3.8461538461538467,1.4142135623730951,0.02,vanilla,True,0,20,0.22160118984009172,6.54427912086212,0.0680886779291423,0.22081531511292024,6.559708084864563,0.0685392409618461,0.015428964002443202,0.00045056303270379905,True,20,20
val_images,test002.png,1,upright,0.0,481,321,154401.0,1.0,inpaint,red_gd,wavelet,15.0,fixed5p0,0.8,3.8461538461538467,1.4142135623730951,0.02,G16_fixed,True,16,20,0.22160118984009172,6.54427912086212,0.0680886779291423,0.21908056173535145,6.593961541854166,0.06950849194022383,0.04968242099204634,0.00141981401108153,True,20,320
val_images,test002.png,1,rot45_padded,45.0,1000,1000,154360.0,0.15435999631881714,inpaint,red_gd,wavelet,15.0,fixed5p0,0.8,3.8461538461538467,1.4142135623730951,0.02,vanilla,False,0,20,0.2216987429952708,6.542367692750708,0.07683882998752915,0.219745339628142,6.580803266989854,0.07804578557228233,0.03843557423914579,0.001206955584753172,True,20,20
val_images,test002.png,1,rot45_padded,45.0,1000,1000,154360.0,0.15435999631881714,inpaint,red_gd,wavelet,15.0,fixed5p0,0.8,3.8461538461538467,1.4142135623730951,0.02,G16_fixed,False,16,20,0.2216987429952708,6.542367692750708,0.07683882998752915,0.2191891621048199,6.591809235199494,0.07839704692966118,0.04944154244878618,0.0015582169421320263,True,20,320
val_images,test003.png,2,upright,0.0,481,321,154401.0,1.0,inpaint,red_gd,wavelet,15.0,fixed5p0,0.8,3.8461538461538467,1.4142135623730951,0.02,vanilla,True,0,20,0.12315735740458288,9.095396383537715,0.07528226647860117,0.12238184277465819,9.122830116652723,0.07610554001836128,0.027433733115008962,0.000823273539760111,True,20,20
val_images,test003.png,2,upright,0.0,481,321,154401.0,1.0,inpaint,red_gd,wavelet,15.0,fixed5p0,0.8,3.8461538461538467,1.4142135623730951,0.02,G16_fixed,True,16,20,0.12315735740458288,9.095396383537715,0.07528226647860117,0.12082414712744736,9.178462617727828,0.07776896811103878,0.08306623419011316,0.00248670163243761,True,20,320
val_images,test003.png,2,rot45_padded,45.0,1000,1000,154360.0,0.15435999631881714,inpaint,red_gd,wavelet,15.0,fixed5p0,0.8,3.8461538461538467,1.4142135623730951,0.02,vanilla,False,0,20,0.12229233559131251,9.126007605819042,0.08659229540522156,0.12033899548944027,9.195936180331106,0.08886495423644403,0.06992857451206369,0.0022726588312224627,True,20,20
val_images,test003.png,2,rot45_padded,45.0,1000,1000,154360.0,0.15435999631881714,inpaint,red_gd,wavelet,15.0,fixed5p0,0.8,3.8461538461538467,1.4142135623730951,0.02,G16_fixed,False,16,20,0.12229233559131251,9.126007605819042,0.08659229540522156,0.11997771291542499,9.208994210923265,0.08941205952197784,0.08298660510422273,0.0028197641167562737,True,20,320
val_images,test004.png,3,upright,0.0,321,481,154401.0,1.0,inpaint,red_gd,wavelet,15.0,fixed5p0,0.8,3.8461538461538467,1.4142135623730951,0.02,vanilla,True,0,20,0.07315125519345729,11.35778217468741,0.08387649210699737,0.07235566550329985,11.405274576273428,0.0851916488963802,0.04749240158601786,0.0013151567893828348,True,20,20
val_images,test004.png,3,upright,0.0,321,481,154401.0,1.0,inpaint,red_gd,wavelet,15.0,fixed5p0,0.8,3.8461538461538467,1.4142135623730951,0.02,G16_fixed,True,16,20,0.07315125519345729,11.35778217468741,0.08387649210699737,0.07080816550734775,11.4991665713648,0.08798031763678668,0.14138439667739,0.004103825529789315,True,20,320
val_images,test004.png,3,rot45_padded,45.0,1000,1000,154360.0,0.15435999631881714,inpaint,red_gd,wavelet,15.0,fixed5p0,0.8,3.8461538461538467,1.4142135623730951,0.02,vanilla,False,0,20,0.0728395294482055,11.376328684606964,0.09595490174146476,0.07081898899083312,11.498502775049966,0.09971998164801438,0.12217409044300176,0.0037650799065496177,True,20,20
val_images,test004.png,3,rot45_padded,45.0,1000,1000,154360.0,0.15435999631881714,inpaint,red_gd,wavelet,15.0,fixed5p0,0.8,3.8461538461538467,1.4142135623730951,0.02,G16_fixed,False,16,20,0.0728395294482055,11.376328684606964,0.09595490174146476,0.07052369840591799,11.516649204911904,0.10049541124441241,0.14032052030493958,0.004540509502947654,True,20,320
val_images,test005.png,4,upright,0.0,321,481,154401.0,1.0,inpaint,red_gd,wavelet,15.0,fixed5p0,0.8,3.8461538461538467,1.4142135623730951,0.02,vanilla,True,0,20,0.2809441810610035,5.513799586189751,0.05179644465749898,0.2801146395991606,5.526641931007845,0.052001780772954836,0.012842344818094098,0.00020533611545585362,True,20,20
val_images,test005.png,4,upright,0.0,321,481,154401.0,1.0,inpaint,red_gd,wavelet,15.0,fixed5p0,0.8,3.8461538461538467,1.4142135623730951,0.02,G16_fixed,True,16,20,0.2809441810610035,5.513799586189751,0.05179644465749898,0.27820198096191084,5.55639781900537,0.05253810238842365,0.04259823281561914,0.0007416577309246677,True,20,320
val_images,test005.png,4,rot45_padded,45.0,1000,1000,154360.0,0.15435999631881714,inpaint,red_gd,wavelet,15.0,fixed5p0,0.8,3.8461538461538467,1.4142135623730951,0.02,vanilla,False,0,20,0.2814709981941565,5.505663467206643,0.06134399192634102,0.27939678349313296,5.537785979327323,0.06193287758729593,0.0321225121206794,0.0005888856609549131,True,20,20
val_images,test005.png,4,rot45_padded,45.0,1000,1000,154360.0,0.15435999631881714,inpaint,red_gd,wavelet,15.0,fixed5p0,0.8,3.8461538461538467,1.4142135623730951,0.02,G16_fixed,False,16,20,0.2814709981941565,5.505663467206643,0.06134399192634102,0.27872356524520603,5.548263114327037,0.06218725453080461,0.04259964712039377,0.0008432626044635946,True,20,320
val_images,test006.png,5,upright,0.0,321,481,154401.0,1.0,inpaint,red_gd,wavelet,15.0,fixed5p0,0.8,3.8461538461538467,1.4142135623730951,0.02,vanilla,True,0,20,0.2497476386568092,6.024986093008419,0.03623561021706466,0.2489176418060764,6.039443220835961,0.03646279234954761,0.014457127827542493,0.0002271821324829476,True,20,20
val_images,test006.png,5,upright,0.0,321,481,154401.0,1.0,inpaint,red_gd,wavelet,15.0,fixed5p0,0.8,3.8461538461538467,1.4142135623730951,0.02,G16_fixed,True,16,20,0.2497476386568092,6.024986093008419,0.03623561021706466,0.24704692954546925,6.0722053942583445,0.03697417509844496,0.04721930124992557,0.0007385648813802992,True,20,320
val_images,test006.png,5,rot45_padded,45.0,1000,1000,154360.0,0.15435999631881714,inpaint,red_gd,wavelet,15.0,fixed5p0,0.8,3.8461538461538467,1.4142135623730951,0.02,vanilla,False,0,20,0.2486030525233221,6.044935430881965,0.04646019501894921,0.24653096353491838,6.081285269025706,0.04710277706639512,0.0363498381437406,0.000642582047445904,True,20,20
val_images,test006.png,5,rot45_padded,45.0,1000,1000,154360.0,0.15435999631881714,inpaint,red_gd,wavelet,15.0,fixed5p0,0.8,3.8461538461538467,1.4142135623730951,0.02,G16_fixed,False,16,20,0.2486030525233221,6.044935430881965,0.04646019501894921,0.24593277788125162,6.091835847046428,0.04733958208489894,0.04690041616446283,0.0008793870659497272,True,20,320
val_images,test007.png,6,upright,0.0,321,481,154401.0,1.0,inpaint,red_gd,wavelet,15.0,fixed5p0,0.8,3.8461538461538467,1.4142135623730951,0.02,vanilla,True,0,20,0.06195452000796627,12.079270033652627,0.1499739315159876,0.06122813045454693,12.13049001150085,0.15229393551531403,0.05121997784822341,0.002320003999326442,True,20,20
