dataset,file,image_index,input_pose,input_angle_deg,input_height,input_width,eval_mask_pixels,eval_mask_fraction,problem,algorithm,denoiser,train_sigma,schedule,rho,step,red_input_sigma,lambda,mode,group_expand,base_group_size,num_iter,degraded_se,degraded_psnr,degraded_ssim,final_se,final_psnr,final_ssim,gap_psnr,gap_ssim,beats_degraded,total_denoiser_calls,total_group_evals
val_images,test001.png,0,upright,0.0,481,321,154401.0,1.0,blur,pnp_hqs,wavelet,15.0,fixed3p0,0.4,0.5,0.0,0.15,vanilla,True,0,20,0.00794342272465447,20.99992325012016,0.48038736188560954,0.0054882322640701,22.60567517405257,0.6311976403974068,1.605751923932413,0.15081027851179724,True,20,20
val_images,test001.png,0,upright,0.0,481,321,154401.0,1.0,blur,pnp_hqs,wavelet,15.0,fixed3p0,0.4,0.5,0.0,0.15,G16_fixed,True,16,20,0.00794342272465447,20.99992325012016,0.48038736188560954,0.004992199915672097,23.017080313915802,0.6327104928886471,2.0171570637956435,0.15232313100303757,True,20,320
val_images,test001.png,0,rot45_padded,45.0,1000,1000,154360.0,0.15435999631881714,blur,pnp_hqs,wavelet,15.0,fixed3p0,0.4,0.5,0.0,0.15,vanilla,False,0,20,0.008927772365786554,20.492568916080103,0.49059174778116094,0.006108836233075279,22.14041517366772,0.6327486780091993,1.6478462575876165,0.14215693022803838,True,20,20
val_images,test001.png,0,rot45_padded,45.0,1000,1000,154360.0,0.15435999631881714,blur,pnp_hqs,wavelet,15.0,fixed3p0,0.4,0.5,0.0,0.15,G16_fixed,False,16,20,0.008927772365786554,20.492568916080103,0.49059174778116094,0.0058545443022550775,22.32506903276168,0.6080523006284011,1.832500116681576,0.11746055284724016,True,20,320
val_images,test002.png,1,upright,0.0,481,321,154401.0,1.0,blur,pnp_hqs,wavelet,15.0,fixed3p0,0.4,0.5,0.0,0.15,vanilla,True,0,20,0.0038893401297342227,24.10124075364373,0.7211078012771938,0.002279660575764365,26.421298113531158,0.8062567701148309,2.3200573598874286,0.08514896883763712,True,20,20
val_images,test002.png,1,upright,0.0,481,321,154401.0,1.0,blur,pnp_hqs,wavelet,15.0,fixed3p0,0.4,0.5,0.0,0.15,G16_fixed,True,16,20,0.0038893401297342227,24.10124075364373,0.7211078012771938,0.0019430874698836147,27.115076487914948,0.8131571767669898,3.0138357342712183,0.09204937548979608,True,20,320
val_images,test002.png,1,rot45_padded,45.0,1000,1000,154360.0,0.15435999631881714,blur,pnp_hqs,wavelet,15.0,fixed3p0,0.4,0.5,0.0,0.15,vanilla,False,0,20,0.004523967615400889,23.4448051261109,0.7165430547907489,0.002730831354817877,25.637051193159625,0.7952776281905934,2.1922460670487247,0.07873457339984458,True,20,20
val_images,test002.png,1,rot45_padded,45.0,1000,1000,154360.0,0.15435999631881714,blur,pnp_hqs,wavelet,15.0,fixed3p0,0.4,0.5,0.0,0.15,G16_fixed,False,16,20,0.004523967615400889,23.4448051261109,0.7165430547907489,0.0027212280842824807,25.65235055576393,0.7802543060864213,2.207545429653031,0.06371125129567246,True,20,320
val_images,test003.png,2,upright,0.0,481,321,154401.0,1.0,blur,pnp_hqs,wavelet,15.0,fixed3p0,0.4,0.5,0.0,0.15,vanilla,True,0,20,0.004781531164690481,23.204330092678724,0.7179322733499135,0.003108229592581776,25.074869090768374,0.7989502071715857,1.8705389980896499,0.08101793382167222,True,20,20
val_images,test003.png,2,upright,0.0,481,321,154401.0,1.0,blur,pnp_hqs,wavelet,15.0,fixed3p0,0.4,0.5,0.0,0.15,G16_fixed,True,16,20,0.004781531164690481,23.204330092678724,0.7179322733499135,0.003298615156377003,24.816683498718078,0.782747419867747,1.6123534060393538,0.06481514651783349,True,20,320
