denoiser,problem,algorithm,schedule,rho,step,red_input_sigma,lambda,mean_final_psnr,mean_gap_psnr,fail_rate,n
wavelet,inpaint,pnp_hqs,fixed7p5,0.4,0.5,0.0,0.15,15.043448395081162,2.461609618250418,0.0,20
wavelet,inpaint,pnp_hqs,fixed7p5,0.8,0.5,0.0,0.15,15.146267370308763,2.5644285934780195,0.0,20
wavelet,inpaint,pnp_hqs,linear10p0_to_2p0,0.4,0.5,0.0,0.15,14.228181721099551,1.6463429442688078,0.0,20
wavelet,inpaint,pnp_hqs,linear10p0_to_2p0,0.8,0.5,0.0,0.15,14.259321834633155,1.6774830578024111,0.0,20
wavelet,inpaint,pnp_hqs,linear15p0_to_3p0,0.4,0.5,0.0,0.15,17.908051487331534,5.326212710500791,0.0,20
wavelet,inpaint,pnp_hqs,linear15p0_to_3p0,0.8,0.5,0.0,0.15,17.791943718651577,5.210104941820833,0.0,20
wavelet,inpaint,red_gd,fixed3p25,0.8,3.846153846153847,1.4142135623730951,0.02,12.608331791916385,0.026493015085640816,0.0,20
wavelet,inpaint,red_gd,fixed3p25,0.8,3.921568627450981,1.4142135623730951,0.01,12.595372785943544,0.013534009112799695,0.0,20
wavelet,inpaint,red_gd,fixed3p25,0.8,3.960396039603961,1.4142135623730951,0.005,12.588683378661504,0.00684460183075961,0.0,20
wavelet,inpaint,red_gd,fixed4p1,0.8,3.846153846153847,1.4142135623730951,0.02,12.624220602713157,0.0423818258824121,0.0,20
wavelet,inpaint,red_gd,fixed4p1,0.8,3.921568627450981,1.4142135623730951,0.01,12.6034732930133,0.021634516182555335,0.0,20
wavelet,inpaint,red_gd,fixed4p1,0.8,3.960396039603961,1.4142135623730951,0.005,12.592779427151195,0.010940650320449264,0.0,20
wavelet,inpaint,red_gd,fixed5p0,0.8,3.846153846153847,1.4142135623730951,0.02,12.645423492838432,0.0635847160076883,0.0,20
wavelet,inpaint,red_gd,fixed5p0,0.8,3.921568627450981,1.4142135623730951,0.01,12.6142420407761,0.03240326394535594,0.0,20
wavelet,inpaint,red_gd,fixed5p0,0.8,3.960396039603961,1.4142135623730951,0.005,12.598213808890176,0.01637503205943108,0.0,20
