dataset,model,sigma,input_pose,input_angle_deg,input_pad,input_rotate_expand,eval_mask,group,group_size,group_expand,group_expand_policy,mean_noisy_psnr,mean_noisy_ssim,mean_vanilla_psnr,mean_vanilla_ssim,mean_group_avg_psnr,mean_group_avg_ssim,mean_group_avg_minus_vanilla_psnr,mean_group_avg_minus_vanilla_ssim,mean_group_avg_vs_vanilla_mse,mean_group_avg_vs_vanilla_psnr,n
val_images_circle,restormer,15.0,rot30_padded,30.0,100,False,circle,fourier_rotation,16,False,downstream,24.616075705100087,0.6405180194709874,31.190206619899346,0.9013441447970234,31.239424330628555,0.9022061408320561,0.04921771072921146,0.0008619960350326305,1.1439550678316457e-05,49.942588648884744,10
val_images_circle,restormer,15.0,rot45_padded,45.0,100,False,circle,fourier_rotation,16,False,downstream,24.610556213502257,0.6410094097320954,31.135934357015277,0.9006869730302768,31.21092943179682,0.901893150320818,0.07499507478154648,0.0012061772905411327,1.0899010426386197e-05,50.13820337074627,10
val_images_circle,restormer,15.0,rot60_padded,60.0,100,False,circle,fourier_rotation,16,False,downstream,24.62604829683312,0.6407016464426547,31.196534637015276,0.9011011437524722,31.237651791323437,0.901849568041065,0.04111715430815721,0.0007484242885927639,1.1266971189717325e-05,49.92613743131226,10
val_images_circle,restormer,15.0,upright,0.0,100,False,circle,fourier_rotation,16,True,downstream,24.601649456187246,0.6366238607495178,31.46023456763367,0.9054985640576323,28.312093665374597,0.7901967863014885,-3.1481409022590734,-0.11530177775614396,0.0007296347154776609,31.42496058836995,10
val_images_circle,restormer-aug,15.0,rot30_padded,30.0,100,False,circle,fourier_rotation,16,False,downstream,24.616075705100087,0.6405180194709874,31.14771758004351,0.900424271595629,31.212330402582857,0.9014463786837421,0.06461282253934755,0.0010221070881131222,1.4056583727957515e-05,48.96780494393349,10
val_images_circle,restormer-aug,15.0,rot45_padded,45.0,100,False,circle,fourier_rotation,16,False,downstream,24.610556213502257,0.6410094097320954,31.094775556959217,0.8997232539684992,31.18136226367392,0.9011337962218897,0.0865867067146997,0.001410542253390501,1.3202035982854297e-05,49.242273941938564,10
val_images_circle,restormer-aug,15.0,rot60_padded,60.0,100,False,circle,fourier_rotation,16,False,downstream,24.62604829683312,0.6407016464426547,31.156912946546726,0.9001074972031992,31.210218424395116,0.9010571636731111,0.05330547784839155,0.0009496664699119806,1.3560229946293315e-05,49.08016787068006,10
val_images_circle,restormer-aug,15.0,upright,0.0,100,False,circle,fourier_rotation,16,True,downstream,24.601649456187246,0.6366238607495178,31.42069847950525,0.9045684176123722,29.546530196539596,0.8306753960913934,-1.874168282965655,-0.07389302152097861,0.0003673923290878754,34.785259531930194,10
