dataset,denoiser,noise_sigma,angle_index,angle_deg,estimator,group_size,mean_se,mean_psnr,n,psnr_from_mean_se,save_dir
val_images,restormer-aug,15.0,28,140.0,group_avg,16,0.0001850060197621,37.58822632532858,20,37.32814140208075,results/figure5_angle_psnr_grid/sigma15/val_images/restormer-aug
val_images,restormer-aug,15.0,28,140.0,group_avg,32,0.0001994703553036,37.27137463445512,20,37.0012163874752,results/figure5_angle_psnr_grid/sigma15/val_images/restormer-aug
val_images,restormer-aug,15.0,28,140.0,vanilla,0,0.0006075182048899,34.15813203713886,20,32.16440703466604,results/figure5_angle_psnr_grid/sigma15/val_images/restormer-aug
val_images,restormer-aug,15.0,29,145.0,group_avg,4,0.0008021017686823,33.64415958580811,20,30.957705260135565,results/figure5_angle_psnr_grid/sigma15/val_images/restormer-aug
val_images,restormer-aug,15.0,29,145.0,group_avg,8,0.0003370262170694,35.79250913738349,20,34.7233631430448,results/figure5_angle_psnr_grid/sigma15/val_images/restormer-aug
val_images,restormer-aug,15.0,29,145.0,group_avg,16,0.0002369339455628,36.675053920528754,20,36.25372713382389,results/figure5_angle_psnr_grid/sigma15/val_images/restormer-aug
val_images,restormer-aug,15.0,29,145.0,group_avg,32,0.0002502953552795,36.477363456469696,20,36.015472095015056,results/figure5_angle_psnr_grid/sigma15/val_images/restormer-aug
val_images,restormer-aug,15.0,29,145.0,vanilla,0,0.0016412248789646,31.869450780057225,20,27.848319082813138,results/figure5_angle_psnr_grid/sigma15/val_images/restormer-aug
val_images,restormer-aug,15.0,30,150.0,group_avg,4,0.0012462340980252,32.572836828652264,20,29.044003702521508,results/figure5_angle_psnr_grid/sigma15/val_images/restormer-aug
val_images,restormer-aug,15.0,30,150.0,group_avg,8,0.0004595193953917,34.77356762328377,20,33.376961531922554,results/figure5_angle_psnr_grid/sigma15/val_images/restormer-aug
val_images,restormer-aug,15.0,30,150.0,group_avg,16,0.0002706310076197,36.100440779938246,20,35.67622445481617,results/figure5_angle_psnr_grid/sigma15/val_images/restormer-aug
val_images,restormer-aug,15.0,30,150.0,group_avg,32,0.0002380077570232,36.473573157174215,20,36.23408888416136,results/figure5_angle_psnr_grid/sigma15/val_images/restormer-aug
val_images,restormer-aug,15.0,30,150.0,vanilla,0,0.0023584232750645,31.273248817036897,20,26.27378247787199,results/figure5_angle_psnr_grid/sigma15/val_images/restormer-aug
val_images,restormer-aug,15.0,31,155.0,group_avg,4,0.0021526785128127,30.05528115860012,20,26.670208241182483,results/figure5_angle_psnr_grid/sigma15/val_images/restormer-aug
val_images,restormer-aug,15.0,31,155.0,group_avg,8,0.0007047279382524,33.198889145082894,20,31.519785109798956,results/figure5_angle_psnr_grid/sigma15/val_images/restormer-aug
val_images,restormer-aug,15.0,31,155.0,group_avg,16,0.0003531362605535,35.125257481417535,20,34.520576861475064,results/figure5_angle_psnr_grid/sigma15/val_images/restormer-aug
val_images,restormer-aug,15.0,31,155.0,group_avg,32,0.0002861531439508,35.70788575659149,20,35.434014781568294,results/figure5_angle_psnr_grid/sigma15/val_images/restormer-aug
val_images,restormer-aug,15.0,31,155.0,vanilla,0,0.0022263155607149,30.71939926925815,20,26.524132782024708,results/figure5_angle_psnr_grid/sigma15/val_images/restormer-aug
val_images,restormer-aug,15.0,32,160.0,group_avg,4,0.0056327731820246,26.408132234904407,20,22.492777363872914,results/figure5_angle_psnr_grid/sigma15/val_images/restormer-aug
val_images,restormer-aug,15.0,32,160.0,group_avg,8,0.0016021639264546,30.241169406057445,20,27.952930508532116,results/figure5_angle_psnr_grid/sigma15/val_images/restormer-aug
val_images,restormer-aug,15.0,32,160.0,group_avg,16,0.0006099198257647,33.10607006314137,20,32.14727249442277,results/figure5_angle_psnr_grid/sigma15/val_images/restormer-aug
val_images,restormer-aug,15.0,32,160.0,group_avg,32,0.0003845932341822,34.54707708505795,20,34.14998360199375,results/figure5_angle_psnr_grid/sigma15/val_images/restormer-aug
val_images,restormer-aug,15.0,32,160.0,vanilla,0,0.0057225773576491,26.585555361394874,20,22.42408327832439,results/figure5_angle_psnr_grid/sigma15/val_images/restormer-aug
val_images,restormer-aug,15.0,33,165.0,group_avg,4,0.0059149086188016,23.84255529451941,20,22.280519605300103,results/figure5_angle_psnr_grid/sigma15/val_images/restormer-aug
val_images,restormer-aug,15.0,33,165.0,group_avg,8,0.0016967592650386,28.696357183408445,20,27.703797706945224,results/figure5_angle_psnr_grid/sigma15/val_images/restormer-aug
val_images,restormer-aug,15.0,33,165.0,group_avg,16,0.0006480418275619,32.332085802133314,20,31.88396961886949,results/figure5_angle_psnr_grid/sigma15/val_images/restormer-aug
val_images,restormer-aug,15.0,33,165.0,group_avg,32,0.0004051613232965,34.161145106098665,20,33.92372019088097,results/figure5_angle_psnr_grid/sigma15/val_images/restormer-aug
val_images,restormer-aug,15.0,33,165.0,vanilla,0,0.0064410296984185,23.86375563307847,20,21.91044698386463,results/figure5_angle_psnr_grid/sigma15/val_images/restormer-aug
val_images,restormer-aug,15.0,34,170.0,group_avg,4,0.0039115594368325,25.1027638941781,20,24.07650066186899,results/figure5_angle_psnr_grid/sigma15/val_images/restormer-aug
val_images,restormer-aug,15.0,34,170.0,group_avg,8,0.0012301743669035,29.63683036476889,20,29.100333265955896,results/figure5_angle_psnr_grid/sigma15/val_images/restormer-aug
val_images,restormer-aug,15.0,34,170.0,group_avg,16,0.0005600913323616,32.73606949628713,20,32.5174114816078,results/figure5_angle_psnr_grid/sigma15/val_images/restormer-aug
val_images,restormer-aug,15.0,34,170.0,group_avg,32,0.0004180531484743,33.974228432299846,20,33.78768501426335,results/figure5_angle_psnr_grid/sigma15/val_images/restormer-aug
val_images,restormer-aug,15.0,34,170.0,vanilla,0,0.0049695902589839,24.23408253789584,20,23.03679417221995,results/figure5_angle_psnr_grid/sigma15/val_images/restormer-aug
val_images,restormer-aug,15.0,35,175.0,group_avg,4,0.002386406536214,27.35745445651449,20,26.22255570139704,results/figure5_angle_psnr_grid/sigma15/val_images/restormer-aug
val_images,restormer-aug,15.0,35,175.0,group_avg,8,0.0009029167657718,30.956581425944865,20,30.443522827231444,results/figure5_angle_psnr_grid/sigma15/val_images/restormer-aug
val_images,restormer-aug,15.0,35,175.0,group_avg,16,0.0005315587026998,32.98426357494706,20,32.74448767169223,results/figure5_angle_psnr_grid/sigma15/val_images/restormer-aug
val_images,restormer-aug,15.0,35,175.0,group_avg,32,0.000443249028176,33.75979403138388,20,33.5335220791708,results/figure5_angle_psnr_grid/sigma15/val_images/restormer-aug
val_images,restormer-aug,15.0,35,175.0,vanilla,0,0.003493722660467,26.492641558915373,20,24.567115732538703,results/figure5_angle_psnr_grid/sigma15/val_images/restormer-aug
val_images,tv,15.0,0,0.0,group_avg,4,0.0008964736886752,31.02091775416676,20,30.474624523715576,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,0,0.0,group_avg,8,0.0009052815786631,30.95084319243105,20,30.43216316883846,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,0,0.0,group_avg,16,0.0009086120861794,30.923083570539237,20,30.41621490583107,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,0,0.0,group_avg,32,0.0009111454399794,30.90437221712056,20,30.40412294005006,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,0,0.0,vanilla,0,0.0008953598086365,31.032130329551663,20,30.480024043451458,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,1,5.0,group_avg,4,0.0007869585147127,31.573621285722577,20,31.04048161295588,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,1,5.0,group_avg,8,0.0007871594689786,31.54820243880913,20,31.03937275923373,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,1,5.0,group_avg,16,0.0007753968751057,31.615535913730845,20,31.10475953557134,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,1,5.0,group_avg,32,0.0007831406565383,31.573828454255292,20,31.0616022916508,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,1,5.0,vanilla,0,0.0007845527241006,31.601515120315035,20,31.053778653127857,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,2,10.0,group_avg,4,0.0006713459381058,32.260098655730474,20,31.730536343832465,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,2,10.0,group_avg,8,0.0006665558273164,32.280738050223604,20,31.761634704359903,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,2,10.0,group_avg,16,0.0006645913856216,32.289277573078806,20,31.774452923098472,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,2,10.0,group_avg,32,0.0006651411803673,32.2837577684538,20,31.77086163197778,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,2,10.0,vanilla,0,0.0006726974242125,32.25469078965225,20,31.721802352463055,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,3,15.0,group_avg,4,0.0005923672077688,32.7905438942834,20,32.27408991135305,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,3,15.0,group_avg,8,0.0005904979357499,32.803747117312284,20,32.28781616245135,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,3,15.0,group_avg,16,0.0005874980016726,32.818892660700214,20,32.30993606271576,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,3,15.0,group_avg,32,0.0005838989727335,32.84224961662596,20,32.33662288812009,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,3,15.0,vanilla,0,0.0005942266643961,32.782860316562775,20,32.26047864245081,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,4,20.0,group_avg,4,0.000522156112383,33.332825778443954,20,32.82199633759405,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,4,20.0,group_avg,8,0.0005225374844298,33.32335037813233,20,32.81882549815705,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,4,20.0,group_avg,16,0.0005209472965827,33.33619949831588,20,32.83206211366631,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,4,20.0,group_avg,32,0.0005162763142199,33.37071201961233,20,32.87117799104518,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,4,20.0,vanilla,0,0.0005238212421396,33.31982549388534,20,32.808168939272655,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,5,25.0,group_avg,4,0.0004540326515248,33.929124258315696,20,33.4291291395534,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,5,25.0,group_avg,8,0.0004611991101698,33.854118488681664,20,33.36111539297302,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,5,25.0,group_avg,16,0.0004642355659982,33.834376603557686,20,33.3326159045247,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,5,25.0,group_avg,32,0.0004628078060399,33.83295832214849,20,33.345993245442614,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,5,25.0,vanilla,0,0.0004571842306384,33.91689532804253,20,33.39908757858596,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,6,30.0,group_avg,4,0.0004120594568613,34.341208590776134,20,33.850401142489346,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,6,30.0,group_avg,8,0.0004151522835208,34.30512573426576,20,33.81792568922768,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,6,30.0,group_avg,16,0.0004189927247129,34.273744074538044,20,33.77793517951198,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,6,30.0,group_avg,32,0.0004185775712378,34.26285297628578,20,33.78224046299735,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,6,30.0,vanilla,0,0.00041175439153,34.35660799862974,20,33.85361760204147,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,7,35.0,group_avg,4,0.0003767307903147,34.72950135240344,20,34.23968883334483,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,7,35.0,group_avg,8,0.0003771765757643,34.721638071261545,20,34.2345528659265,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,7,35.0,group_avg,16,0.0003775285100868,34.72532713699122,20,34.2305024587362,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,7,35.0,group_avg,32,0.0003798967529163,34.69101464328803,20,34.20334418465635,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,7,35.0,vanilla,0,0.0003790103057712,34.70072150675158,20,34.21348980853218,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,8,40.0,group_avg,4,0.000354611771246,35.00048606059241,20,34.50246852202767,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,8,40.0,group_avg,8,0.0003500294321286,35.05104248998616,20,34.558954365821435,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,8,40.0,group_avg,16,0.0003487885730752,35.06120258281729,20,34.574377517545145,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,8,40.0,group_avg,32,0.0003501691718525,35.03613482532577,20,34.55722090930034,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,8,40.0,vanilla,0,0.0003573433858984,34.95448240916461,20,34.4691425188484,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,9,45.0,group_avg,4,0.0003300634689331,35.27559477473766,20,34.81402540252275,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,9,45.0,group_avg,8,0.000319028017044,35.45129795729504,20,34.96171175521689,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,9,45.0,group_avg,16,0.0003216536266326,35.41279227244515,20,34.92611547581859,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,9,45.0,group_avg,32,0.0003240352859497,35.37202650902991,20,34.894076945500764,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,9,45.0,vanilla,0,0.0003322624771118,35.24531723793985,20,34.785187014640314,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,10,50.0,group_avg,4,0.0003514741818794,35.01880585069292,20,34.54106571295906,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,10,50.0,group_avg,8,0.0003489946422594,35.053589987056185,20,34.57181240247136,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,10,50.0,group_avg,16,0.0003499074010083,35.044723181580906,20,34.56046871512313,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,10,50.0,group_avg,32,0.0003507167519162,35.026819832249984,20,34.550434896330906,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,10,50.0,vanilla,0,0.0003521143210436,34.99307792836751,20,34.53316311130523,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,11,55.0,group_avg,4,0.0003806233733088,34.677645301731715,20,34.195045460873864,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,11,55.0,group_avg,8,0.0003771508219222,34.72416793821064,20,34.23484941491929,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,11,55.0,group_avg,16,0.0003795961113298,34.70207780054277,20,34.20678245234821,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,11,55.0,group_avg,32,0.0003801400841156,34.684907948812324,20,34.20056333521343,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,11,55.0,vanilla,0,0.0003865646147338,34.603431426094446,20,34.127779028402244,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,12,60.0,group_avg,4,0.0004185462538482,34.28088954211356,20,33.78256540822293,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,12,60.0,group_avg,8,0.0004181176459748,34.29257385848281,20,33.787015033709466,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,12,60.0,group_avg,16,0.000420031110918,34.271636479279806,20,33.76718541031535,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,12,60.0,group_avg,32,0.0004206645602615,34.2483663692645,20,33.76064074460676,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,12,60.0,vanilla,0,0.0004269690971369,34.2049056694045,20,33.696035568920394,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,13,65.0,group_avg,4,0.0004680264226399,33.80636983856584,20,33.29729627945491,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,13,65.0,group_avg,8,0.0004647488649968,33.843122571381215,20,33.327816621826535,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,13,65.0,group_avg,16,0.0004648424313562,33.83817335924846,20,33.32694235904268,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,13,65.0,group_avg,32,0.0004633614525659,33.836537147604666,20,33.34080098371286,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,13,65.0,vanilla,0,0.0004750583498563,33.74597462008424,20,33.23253044134561,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,14,70.0,group_avg,4,0.0005227026277995,33.335604166466844,20,32.81745316554304,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,14,70.0,group_avg,8,0.0005177364232886,33.37566229094732,20,32.85891280880909,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,14,70.0,group_avg,16,0.0005179968917006,33.36584547728236,20,32.85672846280457,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,14,70.0,group_avg,32,0.000516025813448,33.36800529472059,20,32.87328572873474,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,14,70.0,vanilla,0,0.0005258913161062,33.311993517649164,20,32.79104000508574,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,15,75.0,group_avg,4,0.0005930174255649,32.793681229202235,20,32.26932544889494,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,15,75.0,group_avg,8,0.0005895215021249,32.81291620975637,20,32.295003498837474,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,15,75.0,group_avg,16,0.0005855697126089,32.83521399005523,20,32.32421394359147,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,15,75.0,group_avg,32,0.0005821084627885,32.855027648379746,20,32.34996086824616,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,15,75.0,vanilla,0,0.0005967529427839,32.769788836779526,20,32.24205430667766,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,16,80.0,group_avg,4,0.0006747444976505,32.24384961610117,20,31.7086064830498,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,16,80.0,group_avg,8,0.0006774081458716,32.21438174407746,20,31.69149585244009,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,16,80.0,group_avg,16,0.0006692850977852,32.25861660167368,20,31.74388844833194,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,16,80.0,group_avg,32,0.000666775442026,32.27259740972805,20,31.76020404028456,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,16,80.0,vanilla,0,0.0006780504316022,32.22298993912223,20,31.68738003253813,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,17,85.0,group_avg,4,0.0007780181271955,31.605622766248683,20,31.090102841809006,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,17,85.0,group_avg,8,0.000780443906784,31.578684500782224,20,31.076583057336443,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,17,85.0,group_avg,16,0.0007659862106665,31.663603301253403,20,31.15779048494432,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,17,85.0,group_avg,32,0.0007738562747836,31.62402684011252,20,31.113396915967595,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,17,85.0,vanilla,0,0.0007824374809861,31.582620119886617,20,31.065503537782707,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,18,90.0,group_avg,4,0.0008964736820552,31.020917794067135,20,30.4746245557859,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,18,90.0,group_avg,8,0.0009052816272096,30.95084300788966,20,30.432162935944238,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,18,90.0,group_avg,16,0.0009086120519762,30.923083711700485,20,30.4162150693142,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,18,90.0,group_avg,32,0.0009111454300494,30.90437223825272,20,30.404122987380937,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,18,90.0,vanilla,0,0.0009045751683224,30.97727799442967,20,30.43555338332945,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,19,95.0,group_avg,4,0.0007791751185432,31.592155251080925,20,31.08364924265885,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,19,95.0,group_avg,8,0.000779513885267,31.579249720844416,20,31.08176144437726,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,19,95.0,group_avg,16,0.0007655373988673,31.661532906478595,20,31.16033587820121,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,19,95.0,group_avg,32,0.0007741052014753,31.619399083767824,20,31.11200014361636,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,19,95.0,vanilla,0,0.0007870336286723,31.545047674914123,20,31.040067105445985,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,20,100.0,group_avg,4,0.0006723633253181,32.25879907800864,20,31.723959835822814,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,20,100.0,group_avg,8,0.000668713107126,32.27005873907699,20,31.747601643180445,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,20,100.0,group_avg,16,0.0006647830122635,32.28595082804526,20,31.77320086959305,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,20,100.0,group_avg,32,0.0006652796063646,32.28219302364348,20,31.769957893136787,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,20,100.0,vanilla,0,0.0006728622269865,32.25536149077258,20,31.720738513551854,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,21,105.0,group_avg,4,0.0005936972999154,32.78757874163033,20,32.26434926203594,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,21,105.0,group_avg,8,0.0005930318066114,32.78350596301824,20,32.269220131022,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,21,105.0,group_avg,16,0.0005912649636724,32.79317519787763,20,32.28217855035261,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,21,105.0,group_avg,32,0.0005865001608804,32.821712751190084,20,32.317318644188866,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,21,105.0,vanilla,0,0.0005984647526542,32.74899644910082,20,32.22961422832402,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,22,110.0,group_avg,4,0.0005229567175361,33.340950057496585,20,32.81534253987511,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,22,110.0,group_avg,8,0.0005232417969577,33.322338560431504,20,32.81297571520419,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,22,110.0,group_avg,16,0.0005205869963421,33.34158474863118,20,32.83506684262462,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,22,110.0,group_avg,32,0.0005179979907519,33.35458434251399,20,32.85671924824292,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,22,110.0,vanilla,0,0.0005245138140468,33.32170727947518,20,32.80243069366858,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,23,115.0,group_avg,4,0.0004631860010398,33.846829022396705,20,33.34244574848437,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,23,115.0,group_avg,8,0.0004646392590034,33.823595636783494,20,33.328840979188,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,23,115.0,group_avg,16,0.0004663981623214,33.81530508754865,20,33.312431694309275,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,23,115.0,group_avg,32,0.0004656185371737,33.80954815368956,20,33.31969737911396,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,23,115.0,vanilla,0,0.0004658639776858,33.82466155847286,20,33.31740869498266,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,24,120.0,group_avg,4,0.0004191464850943,34.271160180063404,20,33.776341714246534,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,24,120.0,group_avg,8,0.0004174593661925,34.27604631288335,20,33.79385790592772,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,24,120.0,group_avg,16,0.0004201999552293,34.25927356590631,20,33.76543998202477,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,24,120.0,group_avg,32,0.0004205993923599,34.24305822333138,20,33.761313590746305,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,24,120.0,vanilla,0,0.0004168164697226,34.28926387789469,20,33.80055129035901,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,25,125.0,group_avg,4,0.0003784132600837,34.69779728162734,20,34.220336537705,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,25,125.0,group_avg,8,0.000377630813299,34.701939418714545,20,34.229325760801295,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,25,125.0,group_avg,16,0.0003798959155608,34.690966415838304,20,34.2033537572381,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,25,125.0,group_avg,32,0.0003804502107949,34.677281256595585,20,34.197021709350814,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,25,125.0,vanilla,0,0.0003788395916022,34.702815874330305,20,34.21544640239342,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,26,130.0,group_avg,4,0.0003535969616248,34.9945697109179,20,34.514914754327975,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,26,130.0,group_avg,8,0.0003499309447412,35.04322490560361,20,34.56017650726232,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,26,130.0,group_avg,16,0.0003509859494011,35.03600449162174,20,34.54710268775386,results/figure5_angle_psnr_grid/sigma15/val_images/tv
val_images,tv,15.0,26,130.0,group_avg,32,0.0003511640952078,35.02503263713627,20,34.54489894959108,results/figure5_angle_psnr_grid/sigma15/val_images/tv
