dataset,eval_mask,input_pose,input_rotate_expand,problem,algorithm,denoiser,train_sigma,schedule,rho,step,red_input_sigma,lambda,mode,base_group_size,num_iter,mean_final_psnr,mean_degraded_psnr,mean_final_ssim,mean_degraded_ssim,mean_final_se,mean_degraded_se,fail_rate,mean_gap_psnr,mean_gap_ssim,n,final_psnr_from_mean_se,degraded_psnr_from_mean_se
val_images_circle,circle,rot45_padded,False,inpaint,pnp_hqs,wavelet,15.0,fixed3p0,0.8,0.5,0.0,0.15,vanilla,0,20,9.692420244034738,9.5260567439553,0.14229854666134262,0.1336941065479999,0.12340680908785684,0.12726566291162852,0.0,0.166363500079437,0.008604440113342729,10,9.086608770313042,8.95288755965786
val_images_circle,circle,rot45_padded,False,inpaint,pnp_hqs,wavelet,15.0,fixed5p0,0.4,0.5,0.0,0.15,vanilla,0,20,9.998731209341047,9.5260567439553,0.15889911126449624,0.1336941065479999,0.11669684746215211,0.12726566291162852,0.0,0.472674465385747,0.02520500471649636,10,9.329408761592958,8.95288755965786
val_images_circle,circle,rot45_padded,False,inpaint,pnp_hqs,wavelet,15.0,fixed5p0,0.8,0.5,0.0,0.15,vanilla,0,20,9.999322188000392,9.5260567439553,0.15891116631720356,0.1336941065479999,0.11668636743235598,0.12726566291162852,0.0,0.4732654440450916,0.02521705976920367,10,9.32979879984963,8.95288755965786
val_images_circle,circle,rot45_padded,False,inpaint,pnp_hqs,wavelet,15.0,fixed7p5,0.4,0.5,0.0,0.15,vanilla,0,20,10.644756071385071,9.5260567439553,0.19726202641373186,0.1336941065479999,0.10405777879487191,0.12726566291162852,0.0,1.1186993274297725,0.06356791986573199,10,9.827254487400587,8.95288755965786
val_images_circle,circle,rot45_padded,False,inpaint,pnp_hqs,wavelet,15.0,fixed7p5,0.8,0.5,0.0,0.15,vanilla,0,20,10.648261244763683,9.5260567439553,0.19743133262320264,0.1336941065479999,0.10400575112160466,0.12726566291162852,0.0,1.1222045008083832,0.06373722607520275,10,9.829426452077554,8.95288755965786
val_images_circle,circle,rot45_padded,False,inpaint,pnp_hqs,wavelet,15.0,linear10p0_to_2p0,0.4,0.5,0.0,0.15,vanilla,0,20,10.344617742792995,9.5260567439553,0.17899232992215608,0.1336941065479999,0.1097061635083624,0.12726566291162852,0.0,0.8185609988376961,0.04529822337415619,10,9.597689722204008,8.95288755965786
val_images_circle,circle,rot45_padded,False,inpaint,pnp_hqs,wavelet,15.0,linear10p0_to_2p0,0.8,0.5,0.0,0.15,vanilla,0,20,10.347725422328432,9.5260567439553,0.17919183141563275,0.1336941065479999,0.10965666528929133,0.12726566291162852,0.0,0.821668678373132,0.04549772486763288,10,9.599649653509532,8.95288755965786
val_images_circle,circle,rot45_padded,False,inpaint,pnp_hqs,wavelet,15.0,linear15p0_to_3p0,0.4,0.5,0.0,0.15,vanilla,0,20,11.559540944766944,9.5260567439553,0.2564253931991271,0.1336941065479999,0.08926455479336279,0.12726566291162852,0.0,2.0334842008116447,0.12273128665112724,10,10.493209567162465,8.95288755965786
val_images_circle,circle,rot45_padded,False,inpaint,pnp_hqs,wavelet,15.0,linear15p0_to_3p0,0.8,0.5,0.0,0.15,vanilla,0,20,11.582540612971673,9.5260567439553,0.25784638563090356,0.1336941065479999,0.08900635788876757,0.12726566291162852,0.0,2.056483869016374,0.12415227908290369,10,10.505789697889378,8.95288755965786
val_images_circle,circle,rot45_padded,False,inpaint,red_gd,wavelet,15.0,fixed3p25,0.8,3.8461538461538467,1.4142135623730951,0.02,vanilla,0,20,9.540868476135945,9.5260567439553,0.13446056739074497,0.1336941065479999,0.12691601688067178,0.12726566291162852,0.0,0.014811732180644466,0.0007664608427450766,10,8.964835662114725,8.95288755965786
