dataset,input_pose,input_angle_deg,problem,algorithm,denoiser,denoiser_sigma,mode,sampling,base_group_size,sample_size,group_expand,num_iter,mean_final_se,mean_final_psnr,mean_degraded_se,mean_degraded_psnr,total_group_evals,n,final_psnr_from_mean_se,degraded_psnr_from_mean_se
val_images,rot45_padded,45.0,blur,pnp_hqs,restormer-aug,15.0,vanilla,none,0,0,False,20,0.0008501769915404224,31.21093747662306,0.0014056326593526037,28.8898617208145,0,10,30.704906525825443,28.521281607246003
val_images,rot45_padded,45.0,blur,red_gd,restormer-aug,15.0,vanilla,none,0,0,False,20,0.0007571603462079361,31.803205678320786,0.0014056326593526037,28.8898617208145,0,10,31.20812138863061,28.521281607246003
val_images,rot45_padded,45.0,inpaint,pnp_hqs,restormer-aug,15.0,vanilla,none,0,0,False,20,0.03221458638818577,15.953895166609858,0.03445523701920814,15.460987484530131,0,10,14.919474403065134,14.627447582066965
val_images,rot45_padded,45.0,inpaint,red_gd,restormer-aug,15.0,vanilla,none,0,0,False,20,0.03378478586286627,15.609324559922788,0.03445523701920814,15.460987484530131,0,10,14.712788294064703,14.627447582066965
val_images,upright,0.0,blur,pnp_hqs,restormer-aug,15.0,vanilla,none,0,0,False,20,0.0036661109598927905,25.365584500855228,0.004615378748072558,23.874842116311157,0,10,24.357943946547934,23.357926540208148
val_images,upright,0.0,blur,red_gd,restormer-aug,15.0,vanilla,none,0,0,False,20,0.0025858349605710693,26.602037807974806,0.004615378748072558,23.874842116311157,0,10,25.87399197166593,23.357926540208148
val_images,upright,0.0,inpaint,pnp_hqs,restormer-aug,15.0,vanilla,none,0,0,False,20,0.11706102171476604,10.396882211824103,0.12888757743575008,9.730675701157908,0,10,9.315876896601731,8.897889392105377
val_images,upright,0.0,inpaint,red_gd,restormer-aug,15.0,vanilla,none,0,0,False,20,0.12628716716048832,9.875068349666533,0.12888757743575008,9.730675701157908,0,10,8.986407786176159,8.897889392105377
