dataset,input_pose,problem,algorithm,denoiser,train_sigma,schedule,rho,step,red_input_sigma,lambda,mode,base_group_size,num_iter,mean_final_psnr,mean_degraded_psnr,mean_final_ssim,mean_degraded_ssim,mean_final_se,mean_degraded_se,fail_rate,mean_gap_psnr,mean_gap_ssim,n,final_psnr_from_mean_se,degraded_psnr_from_mean_se
val_images,upright,blur,red_gd,wavelet,15.0,fixed5p0,0.8,3.9603960396039612,1.4142135623730951,0.005,vanilla,0,20,27.46422501210294,23.911001776551096,0.820590692013005,0.6659437975223607,0.002134487726697017,0.004585852159647656,0.0,3.5532232355518465,0.1546468944906445,10,26.70706338045832,23.38579950322209
val_images,upright,inpaint,pnp_hqs,wavelet,15.0,fixed10p0,0.4,0.5,0.0,0.15,vanilla,0,20,11.805331791379203,9.676728600316794,0.24044515143147954,0.10988777105252719,0.09401105247178006,0.1302500358871745,0.0,2.128603191062408,0.13055738037895237,10,10.268210852797141,8.852221483693231
val_images,upright,inpaint,pnp_hqs,wavelet,15.0,fixed10p0,0.8,0.5,0.0,0.15,vanilla,0,20,11.81908555825594,9.676728600316794,0.24044304241168288,0.10988777105252719,0.0938830252614843,0.1302500358871745,0.0,2.1423569579391453,0.1305552713591557,10,10.274129242587872,8.852221483693231
val_images,upright,inpaint,pnp_hqs,wavelet,15.0,fixed15p0,0.4,0.5,0.0,0.15,vanilla,0,20,16.458011083888042,9.676728600316794,0.43279392139825845,0.10988777105252719,0.05863569526979464,0.1302500358871745,0.0,6.781282483571249,0.3229061503457312,10,12.3183792085666,8.852221483693231
val_images,upright,inpaint,pnp_hqs,wavelet,15.0,fixed15p0,0.8,0.5,0.0,0.15,vanilla,0,20,16.488688068378686,9.676728600316794,0.41905797191647076,0.10988777105252719,0.05837046503978227,0.1302500358871745,0.0,6.811959468061889,0.30917020086394353,10,12.338068466349013,8.852221483693231
val_images,upright,inpaint,pnp_hqs,wavelet,15.0,fixed3p0,0.4,0.5,0.0,0.15,vanilla,0,20,9.841939924255213,9.676728600316794,0.11824290138533348,0.10988777105252719,0.1267243584936707,0.1302500358871745,0.0,0.16521132393841914,0.008355130332806299,10,8.97139898592342,8.852221483693231
val_images,upright,inpaint,pnp_hqs,wavelet,15.0,fixed3p0,0.8,0.5,0.0,0.15,vanilla,0,20,9.842014442967752,9.676728600316794,0.11825635116970179,0.10988777105252719,0.12672311186658441,0.1302500358871745,0.0,0.16528584265095728,0.008368580117174595,10,8.9714417090379,8.852221483693231
val_images,upright,inpaint,pnp_hqs,wavelet,15.0,fixed5p0,0.4,0.5,0.0,0.15,vanilla,0,20,10.14665254551058,9.676728600316794,0.1352859713202149,0.10988777105252719,0.1205886310620357,0.1302500358871745,0.0,0.46992394519378466,0.025398200267687708,10,9.186936349799856,8.852221483693231
val_images,upright,inpaint,pnp_hqs,wavelet,15.0,fixed5p0,0.8,0.5,0.0,0.15,vanilla,0,20,10.14723868707843,9.676728600316794,0.135426717478959,0.10988777105252719,0.1205797927226629,0.1302500358871745,0.0,0.4705100867616346,0.02553894642643182,10,9.187254670246643,8.852221483693231
val_images,upright,inpaint,pnp_hqs,wavelet,15.0,fixed7p5,0.4,0.5,0.0,0.15,vanilla,0,20,10.789547486367665,9.676728600316794,0.1777743815464683,0.10988777105252719,0.10904282637772342,0.1302500358871745,0.0,1.1128188860508703,0.0678866104939411,10,9.62402900163654,8.852221483693231
val_images,upright,inpaint,pnp_hqs,wavelet,15.0,fixed7p5,0.8,0.5,0.0,0.15,vanilla,0,20,10.792987274360978,9.676728600316794,0.1782538611412005,0.10988777105252719,0.10899982659803045,0.1302500358871745,0.0,1.116258674044183,0.06836609008867332,10,9.625741929545912,8.852221483693231
val_images,upright,inpaint,pnp_hqs,wavelet,15.0,linear10p0_to_2p0,0.4,0.5,0.0,0.15,vanilla,0,20,10.490524290391997,9.676728600316794,0.15651256679796036,0.10988777105252719,0.11421252470737722,0.1302500358871745,0.0,0.8137956900752019,0.04662479574543316,10,9.422862681300684,8.852221483693231
val_images,upright,inpaint,pnp_hqs,wavelet,15.0,linear10p0_to_2p0,0.8,0.5,0.0,0.15,vanilla,0,20,10.493608628734894,9.676728600316794,0.15679186281278132,0.10988777105252719,0.1141713714663846,0.1302500358871745,0.0,0.8168800284180996,0.04690409176025414,10,9.42442782017154,8.852221483693231
val_images,upright,inpaint,pnp_hqs,wavelet,15.0,linear15p0_to_3p0,0.4,0.5,0.0,0.15,vanilla,0,20,11.6937991449427,9.676728600316794,0.2366242289760105,0.10988777105252719,0.09562202767039032,0.1302500358871745,0.0,2.0170705446259065,0.12673645792348334,10,10.194420513040559,8.852221483693231
val_images,upright,inpaint,pnp_hqs,wavelet,15.0,linear15p0_to_3p0,0.8,0.5,0.0,0.15,vanilla,0,20,11.71654381044517,9.676728600316794,0.2381068673631283,0.10988777105252719,0.09541220534188372,0.1302500358871745,0.0,2.039815210128375,0.12821909631060113,10,10.203960658244593,8.852221483693231
val_images,upright,inpaint,red_gd,wavelet,15.0,fixed3p25,0.8,3.8461538461538467,1.4142135623730951,0.02,vanilla,0,20,9.69142687451566,9.676728600316794,0.11060659450928507,0.10988777105252719,0.12993047337472716,0.1302500358871745,0.0,0.01469827419886407,0.0007188234567578902,10,8.862889792857576,8.852221483693231
val_images,upright,inpaint,red_gd,wavelet,15.0,fixed3p25,0.8,3.921568627450981,1.4142135623730951,0.01,vanilla,0,20,9.684218981357791,9.676728600316794,0.1102537512912805,0.10988777105252719,0.13008704239994398,0.1302500358871745,0.0,0.007490381040996042,0.00036598023875330994,10,8.857659601214198,8.852221483693231
