dataset,file,image_index,input_pose,input_angle_deg,input_height,input_width,eval_mask_pixels,eval_mask_fraction,problem,algorithm,denoiser,train_sigma,schedule,rho,step,red_input_sigma,lambda,mode,group_expand,base_group_size,num_iter,degraded_se,degraded_psnr,degraded_ssim,iteration,se,psnr,ssim,effective_denoiser_sigma,sampled_angles
val_images,test001.png,0,upright,0.0,481,321,154401.0,1.0,blur,red_gd,restormer,15.0,fixed15p0,0.8,3.921568627450981,1.4142135623730951,0.01,vanilla,True,0,20,0.00794342272465447,20.99992325012016,0.48038736188560954,1,0.006228775636244058,22.055973123584877,0.5662803855706893,15.0,none
val_images,test001.png,0,upright,0.0,481,321,154401.0,1.0,blur,red_gd,restormer,15.0,fixed15p0,0.8,3.921568627450981,1.4142135623730951,0.01,vanilla,True,0,20,0.00794342272465447,20.99992325012016,0.48038736188560954,2,0.00571502146551431,22.429821340636412,0.5931040561589627,15.0,none
val_images,test001.png,0,upright,0.0,481,321,154401.0,1.0,blur,red_gd,restormer,15.0,fixed15p0,0.8,3.921568627450981,1.4142135623730951,0.01,vanilla,True,0,20,0.00794342272465447,20.99992325012016,0.48038736188560954,3,0.005425358158934568,22.65571586269376,0.6132000642806718,15.0,none
val_images,test001.png,0,upright,0.0,481,321,154401.0,1.0,blur,red_gd,restormer,15.0,fixed15p0,0.8,3.921568627450981,1.4142135623730951,0.01,vanilla,True,0,20,0.00794342272465447,20.99992325012016,0.48038736188560954,4,0.005226939448153671,22.817525309879677,0.6243931184059689,15.0,none
val_images,test001.png,0,upright,0.0,481,321,154401.0,1.0,blur,red_gd,restormer,15.0,fixed15p0,0.8,3.921568627450981,1.4142135623730951,0.01,vanilla,True,0,20,0.00794342272465447,20.99992325012016,0.48038736188560954,5,0.005078828164720031,22.942364806890883,0.6349663882520191,15.0,none
val_images,test001.png,0,upright,0.0,481,321,154401.0,1.0,blur,red_gd,restormer,15.0,fixed15p0,0.8,3.921568627450981,1.4142135623730951,0.01,vanilla,True,0,20,0.00794342272465447,20.99992325012016,0.48038736188560954,6,0.00496088283752109,23.04441029690065,0.6418597110770008,15.0,none
val_images,test001.png,0,upright,0.0,481,321,154401.0,1.0,blur,red_gd,restormer,15.0,fixed15p0,0.8,3.921568627450981,1.4142135623730951,0.01,vanilla,True,0,20,0.00794342272465447,20.99992325012016,0.48038736188560954,7,0.004864294142413667,23.129801712836894,0.6487378542723169,15.0,none
val_images,test001.png,0,upright,0.0,481,321,154401.0,1.0,blur,red_gd,restormer,15.0,fixed15p0,0.8,3.921568627450981,1.4142135623730951,0.01,vanilla,True,0,20,0.00794342272465447,20.99992325012016,0.48038736188560954,8,0.0047821806472826845,23.203740223992035,0.6536217989196961,15.0,none
val_images,test001.png,0,upright,0.0,481,321,154401.0,1.0,blur,red_gd,restormer,15.0,fixed15p0,0.8,3.921568627450981,1.4142135623730951,0.01,vanilla,True,0,20,0.00794342272465447,20.99992325012016,0.48038736188560954,9,0.004711681545360174,23.268240704634305,0.6586289515611945,15.0,none
val_images,test001.png,0,upright,0.0,481,321,154401.0,1.0,blur,red_gd,restormer,15.0,fixed15p0,0.8,3.921568627450981,1.4142135623730951,0.01,vanilla,True,0,20,0.00794342272465447,20.99992325012016,0.48038736188560954,10,0.0046497269146674085,23.325725531177287,0.6623329329959002,15.0,none
val_images,test001.png,0,upright,0.0,481,321,154401.0,1.0,blur,red_gd,restormer,15.0,fixed15p0,0.8,3.921568627450981,1.4142135623730951,0.01,vanilla,True,0,20,0.00794342272465447,20.99992325012016,0.48038736188560954,11,0.004595034392739927,23.377112336747643,0.6661961487457982,15.0,none
